"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A2"
"VT","(B0) TOMA"
"HT","Header B"
"BT","b1.All Respondents"
"CH",,"Aug","P12M Product¡¾Aug¡¿",,,,,,,,,,,,"Sep","P12M Product¡¾Sep¡¿",,,,,,,,,,,,"Nov","P12M Product¡¾Nov¡¿",,,,,,,,,,,,"Jan","P12M Product¡¾Jan¡¿",,,,,,,,,,,,"March","P12M Product¡¾March¡¿",,,,,,,,,,,
"CL",,"National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)"
"RW","CN SUD         ³¬ÄÜÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,14.0,200.0,202.0,74.0,337.0,29.0,232.0,184.0,170.0,135.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7142857142857,32.5581395348837,32.1543408360129,25.9640102827764,22.5609756097561,29.1018998272884,23.3870967741935,30.9333333333333,32.8571428571429,32.5670498084291,33.2512315270936,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cdf," "," ",d," ",cdf,cdf,cdf,cdf," ",abcdefghij," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","OMO SUD     °ÂÃîÏ´ÒÂÄýÖé ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,5.0,179.0,210.0,77.0,342.0,30.0,221.0,182.0,167.0,128.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7857142857143,11.6279069767442,28.7781350482315,26.9922879177378,23.4756097560976,29.5336787564767,24.1935483870968,29.4666666666667,32.5,31.992337164751,31.5270935960591,25.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",ad,a,a,ad,a,ad,acdf,acdf,ad," ",abcdefghij," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Weixin SUD(ÎÀÐÂ£©   ÎÀÐÂÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,60.0,66.0,31.0,112.0,9.0,68.0,57.0,58.0,42.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.32558139534884,9.64630225080386,8.48329048843188,9.45121951219512,9.67184801381693,7.25806451612903,9.06666666666667,10.1785714285714,11.1111111111111,10.3448275862069,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a,a,a,a," ",a,a,a,a," ",abcdefghij," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","La Mama SUD£¨ÂèÂèÒ¼Ñ¡)       ÂèÂèÒ¼Ñ¡Ï´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,7.0,127.0,129.0,63.0,229.0,12.0,120.0,102.0,115.0,79.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2857142857143,16.2790697674419,20.4180064308682,16.5809768637532,19.2073170731707,19.7754749568221,9.67741935483871,16.0,18.2142857142857,22.0306513409962,19.4581280788177,50.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cfg,f,f,cfg," ",f,f,cfg,f," ",abcdefghij," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","ÆäËû£¨ÇëÌîÈë£©",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571429,0.0,0.643086816720257,0.25706940874036,0.304878048780488,0.431778929188256,0.806451612903226,0.666666666666667,0.714285714285714,0.766283524904215,0.985221674876847,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," "," ",a," ",a,a,a,a," ",acde," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","²»ÈÏÊ¶ÈÎºÎÏ´ÒÂÄýÖé²úÆ·",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,19.0,218.0,295.0,137.0,410.0,50.0,267.0,184.0,169.0,141.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6428571428571,44.1860465116279,35.048231511254,37.9177377892031,41.7682926829268,35.405872193437,40.3225806451613,35.6,32.8571428571429,32.3754789272031,34.7290640394089,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",l,l,hil,beghijl,l,l,l,l,l,l," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RS","Mean",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16428571428571,1.69767441860465,2.27813504823151,2.073264781491,1.98170731707317,2.22279792746114,1.94354838709677,2.23466666666667,2.36071428571429,2.39080459770115,2.34975369458128,4.25,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",acdf," "," ",acdf," ",acdf,acdf,acdef,acdf,abcdefghij,abcdefghij," "," "," "," "," "," "," "," "," "," "," "," "," "
"TE"
"TB","CH5BP2"
"VT","(H5) H5 ÇëÎÊÄã×î½ü3¸öÔÂÊ¹ÓÃ¹ýÒÔÏÂÄÄÐ©²úÆ·£¨¶àÑ¡£©"
"HT","Header B"
"BT","b68.¿´¹ý»òÌý¹ýÏ´ÒÂÄýÖé²úÆ·"
"CH",,"Aug","P12M Product¡¾Aug¡¿",,,,,,,,,,,,"Sep","P12M Product¡¾Sep¡¿",,,,,,,,,,,,"Nov","P12M Product¡¾Nov¡¿",,,,,,,,,,,,"Jan","P12M Product¡¾Jan¡¿",,,,,,,,,,,,"March","P12M Product¡¾March¡¿",,,,,,,,,,,
"CL",,"National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)","National (a)","Bar only (a)","Bar user (b)","Non-Bar User (c)","LQD only (d)","LQD user (e)","PWD only (f)","PWD (g)","LQD+PWD (h)","LQD+BAR (i)","PWD+BAR (j)","SUD ONLY (k)","SUD USER (l)"
"RU","Unweighted row",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,23.0,398.0,472.0,188.0,738.0,71.0,475.0,374.0,350.0,262.0,4.0,47.0,839.0,29.0,422.0,417.0,132.0,710.0,51.0,514.0,419.0,355.0,301.0,2.0,58.0
"RT","×ÜÌå",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,23.0,398.0,472.0,188.0,738.0,71.0,475.0,374.0,350.0,262.0,4.0,47.0,897.459870668025,32.1297936698827,453.383725499793,444.076145168231,138.747793812348,757.48364902695,55.2078959806254,557.006177723334,454.776719662866,379.988620512308,325.181570189811,2.05384459392336,60.6831764813755
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","Tide Ambrosia   Ì­×ÕÈýÉ«Çò",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,2.0,107.0,127.0,40.0,201.0,19.0,142.0,115.0,100.0,75.0,3.0,19.0,253.237888666159,1.68855283496692,127.498538333601,125.739350332558,36.0689526446737,229.130626507559,13.1019170172842,166.960304052593,144.54159472896,116.493193192285,103.20537330127,0.0,21.400771368015
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8965517241379,8.69565217391304,26.8844221105528,26.9067796610169,21.2765957446809,27.2357723577236,26.7605633802817,29.8947368421053,30.7486631016043,28.5714285714286,28.6259541984733,75.0,40.4255319148936,28.2171823992154,5.2554113864407,28.1215516046703,28.314817560156,25.9960548947221,30.2489204620979,23.7319622212775,29.9745874875238,31.7829801921504,30.6570215274412,31.7377683000386,0.0,35.2663993694911
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," ",d,d,d,d," ",bcde," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","Ariel Ambrosia   ±ÌÀËÈýÉ«Çò",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,7.0,79.0,72.0,22.0,127.0,11.0,96.0,80.0,67.0,57.0,0.0,14.0,158.006097826996,3.41026604381085,86.1680592893806,71.8380385376149,12.69560768057,134.394358860858,12.845340942236,114.61825852065,94.4167855983232,76.3681158930072,70.1642407930259,0.0,10.0538900679754
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3563218390805,30.4347826086957,19.8492462311558,15.2542372881356,11.7021276595745,17.2086720867209,15.4929577464789,20.2105263157895,21.3903743315508,19.1428571428571,21.7557251908397,0.0,29.7872340425532,17.6059234503024,10.6140303260257,19.0055474960845,16.1769640903364,9.15013300877451,17.7422125261052,23.2672169697319,20.5775560675344,20.7611299163062,20.0974744427994,21.5769426145739,0.0,16.5678374978625
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cd," "," ",d," ",cd,cde,d,cd," ",cdef," "," ",d,d," ",d,d,cd,cd,d,cd," "," "
"RW","Ariel Genesis     ±ÌÀËÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,1.0,64.0,72.0,26.0,116.0,12.0,87.0,69.0,57.0,49.0,1.0,14.0,153.518099364053,3.92132434429247,90.4158859342489,63.1022134298044,17.3165364006729,130.700215150983,8.5050666635637,102.979935701733,87.4190216640766,78.4421682662073,68.8509262903356,1.14964327006773,26.9415326244115
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.632183908046,4.34782608695652,16.0804020100503,15.2542372881356,13.8297872340426,15.7181571815718,16.9014084507042,18.3157894736842,18.4491978609626,16.2857142857143,18.7022900763359,25.0,29.7872340425532,17.1058455515991,12.2046359356742,19.9424639326385,14.2097732824399,12.4805850420173,17.2545262619039,15.4055258083888,18.4881137445631,19.2224047283867,20.6432940440296,21.173071478235,55.9751830040667,44.3970375095316
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bcdegi," "," ",cd," "," "," "," ",cd,cd,cd,cd," ",bcdefghij
"RW","Bold SUD          BOLDÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,14.0,20.0,6.0,23.0,3.0,20.0,14.0,12.0,11.0,3.0,12.0,40.6015291099749,1.61809221134874,27.6730462415945,12.9284828683805,8.66298367909902,37.9140006968122,1.06943620181399,26.1791442788958,25.1097080770818,26.0549540302457,23.2860841603526,0.0,7.19353088362281
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90804597701149,0.0,3.51758793969849,4.23728813559322,3.19148936170213,3.11653116531165,4.22535211267606,4.21052631578947,3.74331550802139,3.42857142857143,4.19847328244275,75.0,25.531914893617,4.52404953546872,5.03611142970234,6.10366995663304,2.91132117972306,6.2436911183002,5.00525664752181,1.9371073336852,4.6999737751381,5.52132661841092,6.85677218310326,7.16094831166487,0.0,11.8542424782767
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",bcdefghij," "," ",cf," "," ",c," "," ",c,cf,cf," ",cfg
"RW","CN SUD            ³¬ÄÜÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,8.0,101.0,93.0,35.0,166.0,11.0,117.0,98.0,86.0,71.0,0.0,21.0,210.720391184304,5.5556005336976,114.48913826069,96.2312529236136,19.6894291895476,183.009700954359,15.9634154842229,153.692699596336,131.537609900089,102.741863514968,92.1625752200039,0.0,22.6755800308008
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2988505747126,34.7826086956522,25.3768844221106,19.7033898305085,18.6170212765957,22.4932249322493,15.4929577464789,24.6315789473684,26.2032085561497,24.5714285714286,27.0992366412214,0.0,44.6808510638298,23.4796449480748,17.291117990917,25.2521499607164,21.6699892508655,14.1908052362814,24.1602180046329,28.9150948440873,27.592638240482,28.9235583557574,27.0381421886924,28.3418814806165,0.0,37.3671606293719
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",cdf," "," "," "," ",cdf,cdf,cf,cdf," ",bcdefghij," "," ",d,d," ",d,d,cd,cde,cd,cd," ",bcde
"RW","OMO SUD         °ÂÃîÏ´ÒÂÄýÖé ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,79.0,83.0,35.0,142.0,13.0,98.0,80.0,73.0,63.0,0.0,13.0,182.166444595119,4.40292021652612,81.844838330215,100.321606264904,22.1245280806192,153.811576931084,15.1861250921433,119.513025302406,96.710721124965,70.573214473708,66.9974529071754,1.14964327006773,19.096845110338
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6206896551724,8.69565217391304,19.8492462311558,17.5847457627119,18.6170212765957,19.2411924119241,18.3098591549296,20.6315789473684,21.3903743315508,20.8571428571429,24.0458015267176,0.0,27.6595744680851,20.2980044622523,13.7035433895527,18.0520018092825,22.591082037721,15.945859370234,20.3055969760756,27.5071614710198,21.4563195314808,21.2655390972208,18.5724547168175,20.6030904113257,55.9751830040667,31.4697519438508
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "," "," "," "," ",d," "," ",d," "," "," "," "," ",bdeij
"RW","Weixin SUD(ÎÀÐÂ£©   ÎÀÐÂÏ´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,13.0,29.0,14.0,36.0,6.0,26.0,20.0,13.0,13.0,0.0,6.0,56.9929134614362,0.788306680757114,34.8766167205888,22.1162967408474,11.0961448272368,52.7158909450123,2.68518002442348,33.8360323556554,30.3473165199886,33.2847742285884,25.5020624565308,0.0,10.7002443774583
"PV",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82758620689655,0.0,3.26633165829146,6.14406779661017,7.4468085106383,4.8780487804878,8.45070422535211,5.47368421052632,5.3475935828877,3.71428571428571,4.9618320610687,0.0,12.7659574468085,6.35046928828288,2.45350682564776,7.692516241544,4.98029380354781,7.99734865856246,6.95934374461154,4.86376083842393,6.07462425173708,6.67301451632915,8.75941342235807,7.84240707173074,0.0,17.6329668252327
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b,bi," "," "," "," "," "," "," ",bi," "," "," "," "," "," "," "," "," ",c," "," ",bcdefghij
"RW","La Mama SUD£¨ÂèÂèÒ¼Ñ¡)       ÂèÂèÒ¼Ñ¡Ï´ÒÂÄýÖé",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,2.0,54.0,57.0,28.0,100.0,5.0,53.0,44.0,49.0,36.0,0.0,12.0,121.366541796923,0.0,60.0322428117631,61.3342989851599,17.8984077007534,112.203358535565,4.168473124354,75.0708760100844,68.1890168283283,57.3188567543611,47.3569072793353,0.904201323855627,15.4433937800852
