"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A1"
"VT","(B0) TOMA"
"HT","Header A"
"BT","b1.All Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","PURCHASE FORM  USAG",,,,,
"CL",,"Total","18-24 (a)","25-34 (b)","35-44 (c)","45+ (d)","Top4 (a)","A city (b)","B city (c)","C city (d)","China1+ (a)","China1 (b)","China2 (c)","China3 (d)","East (a)","South (b)","West (c)","North (d)","Yes (a)","No (b)","Beijing (a)","Shanghai (b)","Guangzhou (c)","Chengdu (d)","广西  (a)","四川省 (b)","陕西省 (c)","福建省 (d)","重庆市 (e)","湖北省 (f)","广东省 (g)","河北省 (h)","辽宁省 (i)","山东省 (j)","江苏省 (k)","浙江省 (l)","河南省 (m)","(a)","(a)","(a)","洗衣液 (a)","洗衣粉 (b)","洗衣皂 (c)","洗衣凝珠 (d)","衣物柔顺剂 (e)","消毒液（如滴露、威露士） (f)"
"RW","容易漂洗 Easy Rinse",608.0,84.0,227.0,175.0,122.0,74.0,170.0,207.0,157.0,46.0,105.0,238.0,219.0,118.0,140.0,102.0,248.0,36.0,48.0,24.0,22.0,14.0,14.0,29.0,53.0,11.0,31.0,23.0,23.0,54.0,77.0,43.0,104.0,36.0,18.0,60.0,248.0,57.0,151.0,532.0,346.0,287.0,36.0,167.0,150.0
"PV",,33.7777777777778,34.5679012345679,32.1529745042493,33.9147286821705,36.4179104477612,41.1111111111111,30.6306306306306,32.6498422712934,36.4269141531323,32.1678321678322,37.2340425531915,36.3914373088685,30.374479889043,28.2973621103118,39.8860398860399,37.3626373626374,32.6745718050066,33.6448598130841,35.2941176470588,42.1052631578947,51.1627906976744,31.1111111111111,40.0,36.7088607594937,43.801652892562,20.3703703703704,49.2063492063492,42.5925925925926,39.6551724137931,33.5403726708075,30.4347826086957,36.1344537815126,31.5151515151515,28.5714285714286,29.0322580645161,27.2727272727273,32.6745718050066,38.7755102040816,35.5294117647059,34.8852459016393,32.1561338289963,33.1026528258362,48.0,37.0288248337029,38.560411311054
"MK",," "," "," "," "," ",bc," "," ",b," ",d,d," "," ",ad,a," "," "," "," ",c," "," ",c,cghjklm," ",cghijklm,chkm,cm,c," ",cm,c," "," "," "," "," "," "," "," "," ",abce,b,bc
"RW","成分天然 Natural ingredients",557.0,67.0,213.0,158.0,119.0,67.0,168.0,190.0,132.0,44.0,91.0,211.0,211.0,128.0,127.0,76.0,226.0,31.0,36.0,16.0,17.0,17.0,17.0,24.0,49.0,4.0,27.0,16.0,19.0,51.0,76.0,38.0,96.0,39.0,20.0,65.0,226.0,51.0,135.0,478.0,338.0,259.0,38.0,150.0,113.0
"PV",,30.9444444444444,27.5720164609053,30.1699716713881,30.6201550387597,35.5223880597015,37.2222222222222,30.2702702702703,29.9684542586751,30.6264501160093,30.7692307692308,32.2695035460993,32.262996941896,29.2649098474341,30.6954436450839,36.1823361823362,27.8388278388278,29.7760210803689,28.9719626168224,26.4705882352941,28.0701754385965,39.5348837209302,37.7777777777778,48.5714285714286,30.379746835443,40.495867768595,7.40740740740741,42.8571428571429,29.6296296296296,32.7586206896552,31.6770186335404,30.0395256916996,31.9327731092437,29.0909090909091,30.952380952381,32.258064516129,29.5454545454545,29.7760210803689,34.6938775510204,31.7647058823529,31.344262295082,31.4126394052045,29.8731257208766,50.6666666666667,33.2594235033259,29.0488431876607
"MK",," "," "," "," ",ab,bc," "," "," "," "," "," "," "," ",cd," "," "," "," "," "," "," ",a,c,chjm," ",chjm,c,c,c,c,c,c,c,c,c," "," "," "," "," "," ",abcef," "," "
"RW","采用创新方法来得到最佳洗涤效果 New & innovative ways to get best laundry results",703.0,101.0,282.0,193.0,127.0,81.0,217.0,242.0,163.0,56.0,123.0,288.0,236.0,143.0,167.0,111.0,282.0,52.0,49.0,24.0,18.0,21.0,18.0,36.0,55.0,15.0,40.0,23.0,29.0,65.0,85.0,46.0,127.0,40.0,26.0,74.0,282.0,64.0,179.0,620.0,425.0,349.0,45.0,193.0,156.0
"PV",,39.0555555555556,41.5637860082305,39.943342776204,37.4031007751938,37.910447761194,45.0,39.0990990990991,38.1703470031546,37.8190255220418,39.1608391608392,43.6170212765957,44.0366972477064,32.7323162274619,34.2925659472422,47.5783475783476,40.6593406593407,37.1541501976285,48.5981308411215,36.0294117647059,42.1052631578947,41.8604651162791,46.6666666666667,51.4285714285714,45.5696202531646,45.4545454545455,27.7777777777778,63.4920634920635,42.5925925925926,50.0,40.3726708074534,33.596837944664,38.6554621848739,38.4848484848485,31.7460317460317,41.9354838709677,33.6363636363636,37.1541501976285,43.5374149659864,42.1176470588235,40.655737704918,39.4981412639405,40.2537485582468,60.0,42.7937915742794,40.1028277634961
"MK",," "," "," "," "," "," "," "," "," "," ",d,d," "," ",acd,a," ",b," "," "," "," "," ",chkm,chkm," ",abceghijklm," ",chkm,c," "," "," "," "," "," "," "," "," "," "," "," ",abcef," "," "
"RW","用全自动洗衣机洗衣服,这个品牌能提供超凡洁净 Superior cleaning in automatic washing machines",741.0,117.0,270.0,207.0,147.0,84.0,227.0,251.0,179.0,58.0,122.0,300.0,261.0,162.0,167.0,119.0,293.0,54.0,63.0,24.0,21.0,22.0,17.0,36.0,56.0,17.0,41.0,27.0,26.0,69.0,96.0,48.0,125.0,46.0,27.0,82.0,293.0,65.0,180.0,624.0,426.0,347.0,42.0,205.0,160.0
"PV",,41.1666666666667,48.1481481481481,38.2436260623229,40.1162790697674,43.8805970149254,46.6666666666667,40.9009009009009,39.589905362776,41.5313225058005,40.5594405594406,43.2624113475177,45.8715596330275,36.1997226074896,38.8489208633094,47.5783475783476,43.5897435897436,38.6034255599473,50.4672897196262,46.3235294117647,42.1052631578947,48.8372093023256,48.8888888888889,48.5714285714286,45.5696202531646,46.2809917355372,31.4814814814815,65.0793650793651,50.0,44.8275862068966,42.8571428571429,37.9446640316206,40.3361344537815,37.8787878787879,36.5079365079365,43.5483870967742,37.2727272727273,38.6034255599473,44.2176870748299,42.3529411764706,40.9180327868852,39.5910780669145,40.0230680507497,56.0,45.4545454545455,41.1311053984576
"MK",," ",bc," "," ",b,c," "," "," "," ",d,d," "," ",ad," "," "," "," "," "," "," "," ",c,c," ",abcefghijklm,cjkm," "," "," "," "," "," "," "," "," "," "," "," "," "," ",abcef,abc," "
"RW","物有所值 It is worth the money",658.0,87.0,249.0,185.0,137.0,78.0,182.0,230.0,168.0,45.0,109.0,274.0,230.0,144.0,143.0,98.0,273.0,44.0,43.0,26.0,18.0,15.0,19.0,33.0,54.0,7.0,36.0,23.0,22.0,51.0,89.0,43.0,115.0,43.0,24.0,74.0,273.0,58.0,154.0,572.0,388.0,323.0,39.0,187.0,161.0
"PV",,36.5555555555556,35.8024691358025,35.2691218130312,35.8527131782946,40.8955223880597,43.3333333333333,32.7927927927928,36.2776025236593,38.9791183294664,31.4685314685315,38.6524822695035,41.8960244648318,31.9001386962552,34.5323741007194,40.7407407407407,35.8974358974359,35.9683794466403,41.1214953271028,31.6176470588235,45.6140350877193,41.8604651162791,33.3333333333333,54.2857142857143,41.7721518987342,44.6280991735537,12.962962962963,57.1428571428571,42.5925925925926,37.9310344827586,31.6770186335404,35.1778656126482,36.1344537815126,34.8484848484849,34.1269841269841,38.7096774193548,33.6363636363636,35.9683794466403,39.4557823129252,36.2352941176471,37.5081967213115,36.0594795539033,37.2549019607843,52.0,41.4634146341463,41.3881748071979
"MK",," "," "," "," ",b,bc," "," ",b," ",d,ad," "," ",a," "," "," "," "," "," "," ",c,c,cghjkm," ",acfghijklm,c,c,c,c,c,c,c,c,c," "," "," "," "," "," ",abcef,b,b
"RW","不伤害衣物质地 Do not harm fabric texture",838.0,119.0,327.0,228.0,164.0,92.0,256.0,294.0,196.0,50.0,128.0,331.0,329.0,196.0,167.0,126.0,349.0,51.0,68.0,31.0,20.0,20.0,21.0,37.0,66.0,19.0,37.0,25.0,25.0,67.0,114.0,55.0,149.0,55.0,30.0,108.0,349.0,63.0,178.0,730.0,517.0,415.0,37.0,225.0,184.0
"PV",,46.5555555555556,48.9711934156379,46.3172804532578,44.1860465116279,48.955223880597,51.1111111111111,46.1261261261261,46.3722397476341,45.4756380510441,34.965034965035,45.3900709219858,50.611620795107,45.6310679611651,47.0023980815348,47.5783475783476,46.1538461538462,45.9815546772069,47.6635514018692,50.0,54.3859649122807,46.5116279069767,44.4444444444444,60.0,46.8354430379747,54.5454545454545,35.1851851851852,58.7301587301587,46.2962962962963,43.1034482758621,41.6149068322981,45.0592885375494,46.218487394958,45.1515151515151,43.6507936507937,48.3870967741936,49.0909090909091,45.9815546772069,42.8571428571429,41.8823529411765,47.8688524590164,48.0483271375465,47.8662053056517,49.3333333333333,49.8891352549889,47.3007712082262
"MK",," "," "," "," "," "," "," "," "," "," ",a,ad,a," "," "," "," "," "," "," "," "," "," "," ",cghjk," ",cfghjk," "," "," "," "," "," "," "," ",c," "," "," "," "," "," "," "," "," "
"RS","Mean",4.79947916666667,4.64159292035398,4.78151260504202,4.76760563380282,5.00692041522491,5.15243902439024,4.67446808510638,4.72744014732965,4.9108635097493,4.49166666666667,4.96638655462185,5.09265734265734,4.51815181518152,4.5316091954023,5.25961538461539,5.01287553648069,4.64385692068429,4.67961165048544,4.60975609756098,4.92307692307692,5.39473684210526,4.92682926829268,5.51515151515152,5.11428571428571,5.38181818181818,3.56410256410256,6.31034482758621,5.5531914893617,4.94117647058824,4.80141843971631,4.72248803827751,4.87128712871287,4.45195729537367,4.75757575757576,4.80769230769231,4.33510638297872,4.64385692068429,5.29411764705882,4.8072625698324,4.88966049382716,4.76355748373102,4.87039563437926,6.25,5.15989847715736,4.96755162241888
"MK",," "," "," "," "," ",b," "," "," "," ",d,ad," "," ",ad,a," "," "," "," "," "," "," ",cm,chjm," ",abcfghijklm,cjm,c,c,c,c,c,c,c," "," "," "," "," "," "," ",abcef,b," "
"TE"
"TB","TF105G1"
"VT","(F105 ) F105 .Equity attribute-立白 Liby"
"HT","Header A"
"BT","b7.ABA-立白 Liby"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","PURCHASE FORM  USAG",,,,,
"CL",,"Total","18-24 (a)","25-34 (b)","35-44 (c)","45+ (d)","Top4 (a)","A city (b)","B city (c)","C city (d)","China1+ (a)","China1 (b)","China2 (c)","China3 (d)","East (a)","South (b)","West (c)","North (d)","Yes (a)","No (b)","Beijing (a)","Shanghai (b)","Guangzhou (c)","Chengdu (d)","广西  (a)","四川省 (b)","陕西省 (c)","福建省 (d)","重庆市 (e)","湖北省 (f)","广东省 (g)","河北省 (h)","辽宁省 (i)","山东省 (j)","江苏省 (k)","浙江省 (l)","河南省 (m)","(a)","(a)","(a)","洗衣液 (a)","洗衣粉 (b)","洗衣皂 (c)","洗衣凝珠 (d)","衣物柔顺剂 (e)","消毒液（如滴露、威露士） (f)"
"RU","Unweighted row",1872.0,251.0,728.0,546.0,347.0,184.0,580.0,663.0,445.0,152.0,288.0,669.0,763.0,427.0,363.0,292.0,790.0,113.0,138.0,56.0,46.0,48.0,34.0,84.0,127.0,59.0,70.0,56.0,60.0,163.0,265.0,118.0,351.0,130.0,65.0,222.0,790.0,153.0,440.0,1537.0,1156.0,895.0,75.0,445.0,384.0
"RT","总体",1872.0,251.0,728.0,546.0,347.0,184.0,580.0,663.0,445.0,152.0,288.0,669.0,763.0,427.0,363.0,292.0,790.0,113.0,138.0,56.0,46.0,48.0,34.0,84.0,127.0,59.0,70.0,56.0,60.0,163.0,265.0,118.0,351.0,130.0,65.0,222.0,790.0,153.0,440.0,1537.0,1156.0,895.0,75.0,445.0,384.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","清洁效果比其它洗衣产品更好 Cleans better than others",504.0,69.0,223.0,138.0,74.0,58.0,133.0,194.0,119.0,48.0,81.0,187.0,188.0,113.0,103.0,77.0,211.0,28.0,41.0,14.0,18.0,17.0,9.0,26.0,36.0,14.0,17.0,10.0,15.0,50.0,75.0,31.0,91.0,30.0,19.0,58.0,211.0,55.0,129.0,394.0,332.0,235.0,25.0,119.0,110.0
"PV",,26.9230769230769,27.4900398406375,30.6318681318681,25.2747252747253,21.3256484149856,31.5217391304348,22.9310344827586,29.2609351432881,26.7415730337079,31.5789473684211,28.125,27.9521674140508,24.6395806028834,26.463700234192,28.3746556473829,26.3698630136986,26.7088607594937,24.7787610619469,29.7101449275362,25.0,39.1304347826087,35.4166666666667,26.4705882352941,30.952380952381,28.3464566929134,23.728813559322,24.2857142857143,17.8571428571429,25.0,30.6748466257669,28.3018867924528,26.271186440678,25.9259259259259,23.0769230769231,29.2307692307692,26.1261261261261,26.7088607594937,35.9477124183007,29.3181818181818,25.6343526350033,28.719723183391,26.2569832402235,33.3333333333333,26.7415730337079,28.6458333333333
"MK",," ",d,cd," "," ",b," ",b," ",d," "," "," "," "," "," "," "," "," "," "," "," "," ",e," "," "," "," "," ",e,e," "," "," "," "," "," "," "," "," ",a," "," "," "," "
"RW","能把白衣服洗白 Gives me bright whites",1044.0,127.0,411.0,309.0,197.0,96.0,313.0,394.0,241.0,94.0,168.0,383.0,399.0,241.0,195.0,161.0,447.0,63.0,64.0,33.0,20.0,24.0,19.0,48.0,72.0,31.0,37.0,29.0,31.0,92.0,155.0,64.0,195.0,65.0,41.0,131.0,447.0,99.0,262.0,865.0,666.0,511.0,41.0,257.0,227.0
"PV",,55.7692307692308,50.597609561753,56.456043956044,56.5934065934066,56.7723342939481,52.1739130434783,53.9655172413793,59.4268476621418,54.1573033707865,61.8421052631579,58.3333333333333,57.2496263079223,52.2935779816514,56.440281030445,53.7190082644628,55.1369863013699,56.5822784810127,55.7522123893805,46.3768115942029,58.9285714285714,43.4782608695652,50.0,55.8823529411765,57.1428571428571,56.6929133858268,52.5423728813559,52.8571428571429,51.7857142857143,51.6666666666667,56.441717791411,58.4905660377358,54.2372881355932,55.5555555555556,50.0,63.0769230769231,59.009009009009,56.5822784810127,64.7058823529412,59.5454545454545,56.2784645413143,57.6124567474048,57.0949720670391,54.6666666666667,57.752808988764,59.1145833333333
"MK",," "," "," "," "," "," "," ",abd," ",d,d,d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",k," "," "," "," "," "," "," "," "," "," "
"RW","洗后衣服闻起来清新干净 Leaves clothes smelling freshly clean",500.0,59.0,199.0,158.0,84.0,43.0,141.0,203.0,113.0,46.0,78.0,166.0,210.0,108.0,95.0,80.0,217.0,33.0,26.0,13.0,12.0,11.0,7.0,26.0,33.0,14.0,23.0,14.0,13.0,44.0,85.0,31.0,88.0,23.0,22.0,59.0,217.0,49.0,124.0,399.0,334.0,246.0,24.0,123.0,109.0
"PV",,26.7094017094017,23.5059760956175,27.3351648351648,28.9377289377289,24.207492795389,23.3695652173913,24.3103448275862,30.6184012066365,25.3932584269663,30.2631578947368,27.0833333333333,24.813153961136,27.5229357798165,25.2927400468384,26.1707988980716,27.3972602739726,27.4683544303797,29.2035398230089,18.8405797101449,23.2142857142857,26.0869565217391,22.9166666666667,20.5882352941176,30.952380952381,25.9842519685039,23.728813559322,32.8571428571429,25.0,21.6666666666667,26.9938650306748,32.0754716981132,26.271186440678,25.0712250712251,17.6923076923077,33.8461538461538,26.5765765765766,27.4683544303797,32.0261437908497,28.1818181818182,25.9596616785947,28.8927335640138,27.4860335195531,32.0,27.6404494382022,28.3854166666667
"MK",," "," "," "," "," "," "," ",abd," "," "," "," "," "," "," "," "," ",b," "," "," "," "," ",k," "," ",k," "," ",k,fjk," ",k," ",k,k," "," "," "," ",a," "," "," "," "
"RW","让衣物保持颜色鲜艳 Keeps colors bright",580.0,73.0,224.0,168.0,115.0,61.0,177.0,210.0,132.0,51.0,90.0,194.0,245.0,133.0,111.0,89.0,247.0,27.0,46.0,20.0,17.0,14.0,10.0,22.0,42.0,21.0,27.0,14.0,16.0,46.0,87.0,36.0,104.0,28.0,22.0,78.0,247.0,59.0,141.0,468.0,362.0,262.0,32.0,142.0,128.0
"PV",,30.982905982906,29.0836653386454,30.7692307692308,30.7692307692308,33.1412103746398,33.1521739130435,30.5172413793103,31.6742081447964,29.6629213483146,33.5526315789474,31.25,28.9985052316891,32.1100917431193,31.1475409836066,30.5785123966942,30.4794520547945,31.2658227848101,23.8938053097345,33.3333333333333,35.7142857142857,36.9565217391304,29.1666666666667,29.4117647058824,26.1904761904762,33.0708661417323,35.5932203389831,38.5714285714286,25.0,26.6666666666667,28.2208588957055,32.8301886792453,30.5084745762712,29.6296296296296,21.5384615384615,33.8461538461538,35.1351351351351,31.2658227848101,38.562091503268,32.0454545454545,30.4489264801562,31.3148788927336,29.2737430167598,42.6666666666667,31.9101123595506,33.3333333333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a," "," "," "," "," ",k,k,ek," "," "," ",k," ",k," ",k,k," "," "," "," "," "," ",abce," "," "
"RW","除菌 Kills germs in the laundry",438.0,64.0,183.0,119.0,72.0,30.0,127.0,172.0,109.0,46.0,66.0,138.0,188.0,90.0,86.0,75.0,187.0,31.0,33.0,6.0,5.0,11.0,8.0,26.0,34.0,11.0,23.0,12.0,15.0,36.0,71.0,31.0,79.0,25.0,10.0,54.0,187.0,42.0,112.0,342.0,297.0,218.0,23.0,93.0,88.0
"PV",,23.3974358974359,25.4980079681275,25.1373626373626,21.7948717948718,20.7492795389049,16.304347826087,21.8965517241379,25.9426847662142,24.4943820224719,30.2631578947368,22.9166666666667,20.627802690583,24.6395806028834,21.0772833723653,23.6914600550964,25.6849315068493,23.6708860759494,27.4336283185841,23.9130434782609,10.7142857142857,10.8695652173913,22.9166666666667,23.5294117647059,30.952380952381,26.7716535433071,18.6440677966102,32.8571428571429,21.4285714285714,25.0,22.0858895705521,26.7924528301887,26.271186440678,22.5071225071225,19.2307692307692,15.3846153846154,24.3243243243243,23.6708860759494,27.4509803921569,25.4545454545455,22.2511385816526,25.6920415224914,24.3575418994413,30.6666666666667,20.8988764044944,22.9166666666667
"MK",," "," "," "," "," "," ",a,ab,a,c," "," ",c," "," "," "," "," "," "," "," ",a," ",ckl,l," ",cgjkl," "," "," ",kl,l," "," "," ",l," "," "," "," ",ae," ",e," "," "
"RW","容易漂洗 Easy Rinse",579.0,64.0,237.0,183.0,95.0,55.0,174.0,213.0,137.0,58.0,88.0,203.0,230.0,126.0,120.0,79.0,254.0,25.0,39.0,15.0,14.0,14.0,12.0,22.0,42.0,12.0,24.0,15.0,18.0,55.0,86.0,39.0,114.0,35.0,19.0,69.0,254.0,54.0,146.0,461.0,370.0,283.0,28.0,136.0,126.0
"PV",,30.9294871794872,25.4980079681275,32.5549450549451,33.5164835164835,27.3775216138329,29.8913043478261,30.0,32.1266968325792,30.7865168539326,38.1578947368421,30.5555555555556,30.3437967115097,30.1441677588467,29.5081967213115,33.0578512396694,27.0547945205479,32.1518987341772,22.1238938053097,28.2608695652174,26.7857142857143,30.4347826086957,29.1666666666667,35.2941176470588,26.1904761904762,33.0708661417323,20.3389830508475,34.2857142857143,26.7857142857143,30.0,33.7423312883436,32.4528301886792,33.0508474576271,32.4786324786325,26.9230769230769,29.2307692307692,31.0810810810811,32.1518987341772,35.2941176470588,33.1818181818182,29.9934938191282,32.0069204152249,31.6201117318436,37.3333333333333,30.561797752809,32.8125
"MK",," "," ",ad,ad," "," "," "," "," ",cd," "," "," "," ",c," ",c," "," "," "," "," "," "," ",c," ",c," "," ",c,c,c,c," "," ",c," "," "," "," "," "," "," "," "," "
"RW","成分天然 Natural ingredients",427.0,59.0,163.0,137.0,68.0,36.0,135.0,163.0,93.0,43.0,69.0,145.0,170.0,94.0,77.0,67.0,189.0,31.0,28.0,10.0,10.0,11.0,5.0,19.0,28.0,14.0,19.0,11.0,7.0,39.0,68.0,31.0,80.0,14.0,18.0,59.0,189.0,49.0,112.0,332.0,267.0,198.0,25.0,93.0,79.0
"PV",,22.8098290598291,23.5059760956175,22.3901098901099,25.0915750915751,19.5965417867435,19.5652173913043,23.2758620689655,24.5852187028658,20.8988764044944,28.2894736842105,23.9583333333333,21.6741405082212,22.2804718217562,22.0140515222482,21.2121212121212,22.9452054794521,23.9240506329114,27.4336283185841,20.2898550724638,17.8571428571429,21.7391304347826,22.9166666666667,14.7058823529412,22.6190476190476,22.0472440944882,23.728813559322,27.1428571428571,19.6428571428571,11.6666666666667,23.9263803680982,25.6603773584906,26.271186440678,22.7920227920228,10.7692307692308,27.6923076923077,26.5765765765766,23.9240506329114,32.0261437908497,25.4545454545455,21.6005204944697,23.0968858131488,22.122905027933,33.3333333333333,20.8988764044944,20.5729166666667
"MK",," "," "," ",d," "," "," "," "," ",c," "," "," "," "," "," "," "," "," "," "," "," "," ",fk,fk,fk,fk," "," ",fk,fk,fk,fk," ",fk,fk," "," "," "," "," "," ",abcef," "," "
"RW","采用创新方法来得到最佳洗涤效果 New & innovative ways to get best laundry results",424.0,53.0,168.0,131.0,72.0,46.0,122.0,156.0,100.0,39.0,68.0,143.0,174.0,98.0,82.0,65.0,179.0,25.0,28.0,16.0,11.0,15.0,4.0,21.0,25.0,13.0,22.0,10.0,10.0,39.0,65.0,24.0,74.0,23.0,13.0,58.0,179.0,43.0,107.0,340.0,271.0,198.0,26.0,101.0,95.0
"PV",,22.6495726495727,21.1155378486056,23.0769230769231,23.992673992674,20.7492795389049,25.0,21.0344827586207,23.5294117647059,22.4719101123596,25.6578947368421,23.6111111111111,21.3751868460389,22.8047182175623,22.9508196721311,22.5895316804408,22.2602739726027,22.6582278481013,22.1238938053097,20.2898550724638,28.5714285714286,23.9130434782609,31.25,11.7647058823529,25.0,19.6850393700787,22.0338983050847,31.4285714285714,17.8571428571429,16.6666666666667,23.9263803680982,24.5283018867925,20.3389830508475,21.0826210826211,17.6923076923077,20.0,26.1261261261261,22.6582278481013,28.1045751633987,24.3181818181818,22.121014964216,23.4429065743945,22.122905027933,34.6666666666667,22.6966292134831,24.7395833333333
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",d," ",d," "," "," "," ",befijk," "," "," "," "," "," "," "," ",fk," "," "," "," "," "," ",abcef," "," "
"RW","用全自动洗衣机洗衣服,这个品牌能提供超凡洁净 Superior cleaning in automatic washing machines",434.0,53.0,175.0,128.0,78.0,44.0,129.0,163.0,98.0,45.0,71.0,148.0,170.0,97.0,91.0,56.0,190.0,20.0,33.0,15.0,8.0,11.0,10.0,16.0,29.0,10.0,19.0,11.0,14.0,43.0,68.0,33.0,74.0,26.0,15.0,53.0,190.0,48.0,116.0,342.0,281.0,199.0,27.0,105.0,85.0
"PV",,23.1837606837607,21.1155378486056,24.0384615384615,23.4432234432234,22.478386167147,23.9130434782609,22.2413793103448,24.5852187028658,22.0224719101124,29.6052631578947,24.6527777777778,22.1225710014948,22.2804718217562,22.7166276346604,25.068870523416,19.1780821917808,24.0506329113924,17.6991150442478,23.9130434782609,26.7857142857143,17.3913043478261,22.9166666666667,29.4117647058824,19.047619047619,22.8346456692913,16.9491525423729,27.1428571428571,19.6428571428571,23.3333333333333,26.3803680981595,25.6603773584906,27.9661016949153,21.0826210826211,20.0,23.0769230769231,23.8738738738739,24.0506329113924,31.3725490196078,26.3636363636364,22.2511385816526,24.3079584775086,22.2346368715084,36.0,23.5955056179775,22.1354166666667
"MK",," "," "," "," "," "," "," "," "," ",cd," "," "," "," ",c," ",c," "," "," "," "," "," "," "," "," "," "," "," "," "," ",c," "," "," "," "," "," "," "," "," "," ",abcef," "," "
"RW","物有所值 It is worth the money",694.0,86.0,293.0,206.0,109.0,69.0,211.0,255.0,159.0,53.0,109.0,261.0,271.0,147.0,138.0,109.0,300.0,37.0,49.0,22.0,15.0,18.0,14.0,30.0,49.0,26.0,32.0,18.0,17.0,64.0,105.0,43.0,130.0,28.0,22.0,93.0,300.0,60.0,162.0,567.0,462.0,339.0,33.0,165.0,160.0
"PV",,37.0726495726496,34.2629482071713,40.2472527472527,37.7289377289377,31.4121037463977,37.5,36.3793103448276,38.4615384615385,35.7303370786517,34.8684210526316,37.8472222222222,39.0134529147982,35.5176933158585,34.4262295081967,38.0165289256198,37.3287671232877,37.9746835443038,32.7433628318584,35.5072463768116,39.2857142857143,32.6086956521739,37.5,41.1764705882353,35.7142857142857,38.5826771653543,44.0677966101695,45.7142857142857,32.1428571428571,28.3333333333333,39.2638036809816,39.622641509434,36.4406779661017,37.037037037037,21.5384615384615,33.8461538461538,41.8918918918919,37.9746835443038,39.2156862745098,36.8181818181818,36.8900455432661,39.9653979238754,37.877094972067,44.0,37.0786516853933,41.6666666666667
"MK",," "," ",ad,d," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",k,k,fk,fk," "," ",k,fk,k,k," ",k,fk," "," "," "," "," "," "," "," ",a
"RW","不伤害衣物质地 Do not harm fabric texture",534.0,64.0,214.0,161.0,95.0,55.0,155.0,196.0,128.0,51.0,79.0,190.0,214.0,117.0,103.0,85.0,229.0,24.0,40.0,17.0,15.0,13.0,10.0,25.0,41.0,15.0,24.0,14.0,12.0,47.0,84.0,28.0,100.0,23.0,20.0,69.0,229.0,52.0,130.0,426.0,344.0,257.0,26.0,128.0,117.0
"PV",,28.525641025641,25.4980079681275,29.3956043956044,29.4871794871795,27.3775216138329,29.8913043478261,26.7241379310345,29.5625942684766,28.7640449438202,33.5526315789474,27.4305555555556,28.4005979073244,28.0471821756225,27.4004683840749,28.3746556473829,29.1095890410959,28.9873417721519,21.2389380530973,28.9855072463768,30.3571428571429,32.6086956521739,27.0833333333333,29.4117647058824,29.7619047619048,32.2834645669291,25.4237288135593,34.2857142857143,25.0,20.0,28.8343558282209,31.6981132075472,23.728813559322,28.4900284900285,17.6923076923077,30.7692307692308,31.0810810810811,28.9873417721519,33.9869281045752,29.5454545454545,27.7163305139883,29.757785467128,28.7150837988827,34.6666666666667,28.7640449438202,30.46875
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",k,fk," ",fk," "," ",k,fk," ",k," ",k,fk," "," "," "," "," "," "," "," "," "
"RS","Mean",4.00911458333333,3.61971830985916,4.15,4.12107623318386,3.82310469314079,3.85064935064935,3.85774946921444,4.22404371584699,3.9475138121547,4.592,4.04602510460251,3.90235081374322,3.97253634894992,3.89714285714286,4.14137931034483,3.91286307053942,4.04580152671756,3.33980582524272,3.88181818181818,3.69387755102041,4.14285714285714,3.8780487804878,3.72413793103448,4.13235294117647,4.06603773584906,3.62,4.94444444444444,3.43478260869565,3.29411764705882,4.26923076923077,4.39351851851852,4.03092783505155,3.85324232081911,3.2,4.16981132075472,4.15425531914894,4.04580152671756,4.62121212121212,4.23351648351648,3.91125198098257,4.15641293013556,3.98108108108108,4.92063492063492,3.98365122615804,4.03658536585366
"MK",," "," ",a,a," "," "," ",b," ",cd," "," "," "," "," "," "," "," "," "," "," "," "," ",k,k," ",bcefijk," "," ",fk,efjk,k,k," ",k,fk," "," "," "," ",a," ",abcef," "," "
"TE"
"TB","TF108J1"
"VT","(F108 ) F108 .Equity attribute-好爸爸 Kispa"
"HT","Header A"
"BT","b10.ABA-好爸爸 Kispa"
