"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A3"
"VT","(B0) TOMA"
"HT","Header C"
"BT","b1.All Respondents"
"CH",,"³¬ÄÜ",,,,"°ÂÃî",,,,"ÎÀÐÂ",,,,"ÂèÂèÒ¼Ñ¡",,,
"CL",,"aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)"
"PV",,21.2751271308798,21.4346425881834,21.7990505550301,24.3356643356643,28.2165611018299,22.6995962988729,20.2175979034639,20.5794357119384,22.3809523809524,25.3106482127063,21.1119530814777,17.6370619910179,21.9429777697136,28.1879194630872,28.7481692023142,22.0752931393208,16.9445803367947,24.9366723446284,26.4705882352941,26.9680074828337,19.9326125482912,27.8514733482003,21.1490998880092,22.2727272727273,30.9923120915069,20.7777974883947,37.4071844514844,23.8821278901178,10.0,35.2458988578825,0.0,0.0,0.0,35.0,34.892354178976,36.7451169640605,36.0998732253613,23.6053516731598,42.1052631578947,11.9127064995022,13.3784862833793,15.742577007562,24.6761572986217,44.4444444444444,44.9670775585211,25.8482652220642,32.7975545463457,23.9374061099648,34.4827586206897,28.6434688441116,19.6065546825945,22.7397292516352,20.734203626753,22.7272727272727,27.1532215866924,25.2856392709725,19.5038597499568,22.9984534011109,22.6027397260274,28.2378669203722,16.8476634390479,19.9175035397501,20.2918853143446,25.3968253968254,28.8163788413046,21.1304411110293,28.8004541577048,21.4485430114935,25.4545454545455,30.9923120915069,19.8667238196449,40.4416878178383,16.1124818879836,31.25,30.1149312119413,21.2751271308798,21.4346425881834,21.7990505550301,24.3356643356643,28.2165611018299,21.4996168251562,16.8583526480077,24.4586477218891,22.1518987341772,31.501961824257,22.4913229163927,19.4806736005789,20.2831510254471,21.6783216783217,28.6379643871055,18.0186630207355,26.3364553817379,18.8150244052449,28.9099526066351,25.5509950347363,24.5162370157001,24.5310998339553,31.8204715962111,26.6666666666667,26.8547031806353,18.8112946273942,30.5922898269559,17.5329687364976,23.4741784037559,26.8314875715483,14.1552535597523,37.0725360696193,14.9243854416483,15.3846153846154,25.7303388628923,20.7965992808232,27.1159166601709,19.0563574091062,28.1481481481481,27.4070129204919,22.7138190966421,20.3565489106294,20.297496624893,25.2595155709343,30.7392917231335,21.6198069457317,13.949061637038,27.6098950366959,23.943661971831,26.3455625724161,20.9184369781184,20.3788497160798,21.9486526932012,24.9597423510467,28.8792017624656,23.2213710440275,27.5201183448167,21.921082259086,25.3926701570681,31.0139283466137,22.0185652534514,21.0399292563825,23.9581622852647,24.7933884297521,29.8268377725043
"MK",," "," "," "," ",abcd," "," "," "," "," "," "," "," ",b,b," "," ",b,b,b," ",a," "," ",acd," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," ",a,abc," ",ac," "," ",ac," ",ac," ",c,c," "," "," "," ",abcd," "," "," "," ",abd," "," "," "," ",abcd," ",ac," ",ac,a," "," "," "," "," "," ",ac," "," ",ac," ",acd," "," ",c," "," "," ",c," "," "," "," "," ",abc,b," ",b,b,b," "," "," ",b,abc," ",c," "," ",acd," "," "," "," ",abc
"RW","³ý¾ú Kills germs in the laundry",134.84007151641,156.161099887857,154.249986309427,183.0,199.078627343749,35.9979808553226,37.5770140572198,37.443156175371,55.0,49.5427194523193,42.3080667215772,44.7307002296939,34.383303171659,41.0,46.9124336953207,17.6029337977625,21.9882404235932,39.0620852285751,39.0,40.2740205362116,38.931090141748,51.8651451773504,43.3614417338223,48.0,62.3494536598972,7.65790120271315,4.01462522426405,3.17126899866594,1.0,3.29650613101197,0.0,0.0,0.0,7.0,4.42550865304936,4.13413287108582,8.79695849020426,6.15282202900981,6.0,3.12713162023654,2.45124919743128,1.31569738981251,4.45861295328469,3.0,3.22649617732071,14.2432832712302,14.1272811042808,13.7827039809604,17.0,14.0756425816186,28.5747820292063,33.8687237117371,50.8637009816366,52.0,48.8620060676871,50.5385883725251,49.1798824582055,52.3728999965196,70.0,72.9830865064333,41.4834178434485,58.9852126136338,37.2306813503107,44.0,63.1578921880098,48.4983293689908,63.9529470207214,56.509194463978,67.0,62.3494536598972,8.711766548766,29.628834414324,10.737066227976,20.0,23.0477836441122,134.84007151641,156.161099887857,154.249986309427,183.0,199.078627343749,39.5928989699439,30.7347176920563,44.3348452628814,40.0,41.3586265895533,53.7201058120212,50.8787422677003,54.8873505080512,64.0,87.0568978228031,28.8073229484332,54.4181985634283,37.8050816277506,66.0,53.2803161314949,12.7197437860119,20.1294413646724,17.222708910744,13.0,17.3827867998975,34.227343409362,62.9743830975909,42.2436297530175,48.0,53.0622686943706,10.3028715929392,32.7500693127471,14.4030446778941,16.0,22.2573614349496,23.9244718164228,30.2243137848438,27.8405850751234,32.0,30.804907259421,65.187552864109,54.8905774842638,62.2455937809697,79.0,88.0925147822088,35.4251752429393,38.2961393060025,49.7607627754402,56.0,57.9238438671694,108.273659836434,123.969116456301,128.482474196318,164.0,165.836556113218,77.8066060719927,102.829048196902,77.5590395744585,83.0,125.995895667762,66.5052812295314,80.9509615876356,75.6926365760349,100.0,114.07578061303
"PV",,17.3466004786163,19.7484287928248,20.9053000434275,25.5944055944056,26.2311702374251,17.6586900424017,16.5888699850752,18.0290400520927,26.1904761904762,24.8856918440034,18.6261727282141,21.7980392995219,19.4724459636645,27.5167785234899,24.637064035521,17.821979295664,19.2035242101081,32.3249281747059,28.6764705882353,29.565051457077,15.7259027942447,21.210451018955,18.6298496205538,21.8181818181818,26.7339206440079,26.7830034680482,18.9460160700975,15.7928259405318,10.0,16.6549110443351,0.0,0.0,0.0,35.0,24.8130481111657,16.1015341761896,29.773996794894,28.7513582509771,31.5789473684211,14.9576339882169,22.674765151387,11.4927332568305,40.0900771763651,33.3333333333333,48.9253106521981,21.8863919258751,22.7186353935847,26.2018445549483,29.3103448275862,21.6116985682385,19.2737532532408,18.3341032533882,27.2301312726391,29.5454545454545,30.0680236452055,17.4284456786503,16.5929613787985,16.9218300853234,23.972602739726,24.3082478708579,15.1390955406206,23.8374567450736,19.7031460376491,23.2804232804233,27.3334414976705,16.4942339495726,21.6277845738119,20.6101088760523,24.3636363636364,26.7339206440079,11.1847172252372,29.3819306597268,14.55691810247,25.0,29.5953123284789,17.3466004786163,19.7484287928248,20.9053000434275,25.5944055944056,26.2311702374251,20.0776141812268,17.2825678775409,29.1005998041511,25.3164556962025,25.5247934150438,16.7365391842957,17.0599539633922,18.5281021624403,22.3776223776224,27.7069352497435,14.6853827871837,23.2707787692618,17.2217772182581,31.2796208530806,24.8296402562652,20.1929369310728,24.9025689778678,24.6943973339611,21.6666666666667,25.5192594296099,15.1075813636076,27.3351227757659,19.3304005170667,22.5352112676056,22.8647986416271,15.2127933072498,40.7150383382526,17.8764211348204,20.5128205128205,27.9408383610769,15.0627196971673,20.1573740153792,20.1795111149511,23.7037037037037,20.2117604935339,19.3604120829737,16.868714952004,21.8264567021144,27.3356401384083,29.6093166533102,16.5487385025959,16.2980098435417,21.2532695776941,26.2910798122066,25.2552937786774,16.2880183686134,19.1602743871239,20.180874547504,26.4090177133655,26.1635299040586,19.6886347637195,25.5085784083657,21.1949813001784,21.7277486910995,26.5825867878158,18.5922065603894,22.231121215961,23.324538949861,27.5482093663912,28.1060460225237
"MK",," "," "," ",abc,abc," "," "," ",abc,ab," "," "," ",ac," "," "," ",ab,ab,ab," "," "," "," ",ac," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b,ab,ab," "," "," ",abc,abc," ",a," ",a,ac," "," "," ",a,a," ",ac," ",a,ac," "," "," ",abc,abc," "," ",ab,b,b," "," "," "," ",abc," ",a," ",abc,ac," "," "," "," "," "," ",ac," ",a,a," ",acd," "," ",a," "," "," ",a," "," "," "," ",ab,abc," "," "," ",ab,ab," "," ",a,abc,abc," ",a," "," ",ac," "," "," ",a,ab
"RW","ÈÝÒ×Æ¯Ï´ Easy Rinse",151.351494590148,171.334742820013,146.155647888217,178.0,212.489243534291,38.9298255230275,51.1433221602375,41.2948469848325,61.0,51.9473544788336,39.6039009411177,38.6937065408156,31.9128422509331,37.0,55.2713201675543,22.9666320265868,23.9794505871379,29.0845198197445,28.0,36.1109307511606,49.8511360994161,57.5182635318215,43.8634388327072,52.0,69.1596381367421,5.18995278104112,5.29928568205627,3.107192490122,1.0,5.85826464124881,0.0,0.0,0.0,6.0,7.17900357786311,10.7753569110735,9.47786415660905,6.31372837971497,5.0,3.8423382616858,2.41876765745492,2.98968305663736,1.6494127744061,2.0,0.997749454124742,18.3840773495695,17.7668328953027,11.0703336442431,14.0,17.8773559349225,30.9052629680137,35.0725218948341,43.6794231474525,44.0,45.8404797606696,53.2700936834206,64.7081898499871,56.8819110178278,71.0,84.0876868408308,48.7920605891443,53.7871981798886,34.523980078694,49.0,64.6837209978678,65.166704129029,72.3861697384091,51.8265799868283,65.0,69.1596381367421,16.0660802131516,30.7996181674944,14.2017142687191,23.0,22.3004526191964,151.351494590148,171.334742820013,146.155647888217,178.0,212.489243534291,43.5604043559719,30.0226689066203,33.5624625568851,33.0,34.5152214579258,62.1241996737078,64.9082767824386,57.4052706644519,72.0,88.4586319236819,32.8840225658592,53.6374152317178,40.9480374021182,61.0,67.2323378697386,12.7828679946092,22.7663818992358,14.2398772647621,12.0,22.2830522829444,34.3400206278117,65.9817389372113,50.6222620428548,58.0,60.2605370349793,7.78831819414626,28.6394047024583,18.3568168909102,20.0,19.5115932909497,26.5517024336655,37.3423342347531,32.2654451519447,38.0,40.7489437440296,74.0649274251157,58.0626261777271,49.0890752791643,71.0,91.054224165579,42.9465465372207,47.2903777050741,46.4443105661982,49.0,61.1744823337323,130.335629125679,135.67669814139,126.874440695728,162.0,177.325860727639,83.1385766772521,110.45813018256,74.1681779451947,99.0,138.686055853996,70.8234962873878,99.4897091229214,81.0483517466545,89.0,115.762779300141
"PV",,19.470724681255,21.6673164491528,19.8082848838346,24.8951048951049,27.998191443953,19.0968967142577,22.5778961742169,19.8836456720574,29.047619047619,26.0935586492304,17.4356607805983,18.8561084778404,18.0733390615728,24.8322147651007,29.0269113544549,23.2524217367103,20.9425561583861,24.0682239227029,20.5882352941176,26.5089383082843,20.1369681051239,23.5223155582685,18.8455281148158,23.6363636363636,29.6539611686313,18.1515169305635,25.0086486493096,15.4737268206725,10.0,29.5976626757313,0.0,0.0,0.0,30.0,40.2514095289378,41.9676345619537,32.0785754912396,29.5032532533303,26.3157894736842,18.3785962206703,22.3743014973893,26.1151463539007,14.8308646914301,22.2222222222222,15.1294777099815,28.2491834506306,28.571541520811,21.045446649552,24.1379310344828,27.4488376230299,20.8456677661859,18.985753441715,23.3839929706981,25.0,28.2086786908015,18.3704168231742,21.8321077929631,18.3787041243875,24.3150684931507,28.006822298942,17.8063357669903,21.7368040774925,18.2707110539012,25.9259259259259,27.9937889390569,22.1631317534423,24.4797551662231,18.902259470056,23.6363636363636,29.6539611686313,20.6266505301996,30.5429580080236,19.2541600410146,28.75,28.6356757995758,19.470724681255,21.6673164491528,19.8082848838346,24.8951048951049,27.998191443953,22.0895416852744,16.8821727416651,22.0298003865468,20.8860759493671,21.3013334831232,19.354840918786,21.7641428305216,19.3780663429452,25.1748251748252,28.1530544768433,16.7636006937012,22.9368934761318,18.6535234762338,28.9099526066351,31.3315476352156,20.2931483177542,28.1647853684203,20.4175306559067,20.0,32.7132236411812,15.1573158763098,28.6405177167381,23.1644062333064,27.2300469483568,25.9665686983205,11.499907946037,35.6046409951097,22.7836680907022,25.6410256410256,24.4939309586556,16.7168100641771,24.9045653487979,23.3867538097931,28.1481481481481,26.7362561549972,21.9969526825922,17.8435340862943,17.2131151949118,24.5674740484429,30.6047949999562,20.0623190530494,20.1257634662223,19.8367829944267,23.0046948356808,26.6726000891767,19.6068843012314,20.9697611682534,19.9282990694353,26.0869565217391,27.9761626064106,21.0378675232195,27.401108188884,20.2683420687225,25.9162303664921,29.2599540362804,19.799406121741,27.3223163736969,24.9748921777605,24.5179063360882,28.5216895753013
"MK",," "," "," ",ac,abc," "," "," ",ac,a," "," "," "," ",abc," "," "," "," "," "," "," "," "," ",ac," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "," ",c,abc," "," "," ",ac,ac," "," "," "," ",ac," "," "," "," "," "," "," "," ",ac,abc," "," "," "," "," "," "," "," ",c,abc," "," "," ",ac,abc," "," "," "," ",cd," ",a,a,a,a," ",ac,a,a,a," "," "," ",a,a," "," "," ",bc,abc," "," "," "," ",ac," "," "," ",abc,abc," ",ac," ",c,ac," ",a," "," ",a
"RW","³É·ÖÌìÈ» Natural ingredients",238.428581034884,261.988765991202,266.183091315186,286.0,337.584323690348,63.7911529344025,73.7393970596899,74.8748752985189,89.0,83.4259432184146,76.8261512402055,66.3459795526318,61.1313721236607,65.0,91.9958450605996,25.0618073527904,39.554847149811,50.3551539443589,49.0,59.2187797383649,72.749469507485,82.3485422290696,79.8216899486471,83.0,102.943755672969,10.7788806688201,7.95674432822905,6.1596493511859,3.0,14.0091263041411,0.0,0.0,0.0,8.0,8.82308978138034,13.5524965740385,12.2936642465794,8.86671524104847,12.0,7.89772995317032,2.36590898758779,4.10952608899741,6.64719635603028,4.0,4.35569406467662,26.6972862304464,24.3599346638058,21.6735609482646,27.0,35.0856401033683,31.6712061001509,67.4425858993775,75.1876896081429,67.0,79.0865273807611,89.7086467705426,88.4671491826677,105.886951608427,122.0,123.21402473017,90.3514419337435,81.7190962453511,63.4348891503508,70.0,100.198131476049,90.7893185301959,104.116686889126,99.7061145561467,110.0,102.943755672969,21.7679908159445,39.4360714826972,18.1619965832382,34.0,30.1569113099184,238.428581034884,261.988765991202,266.183091315186,286.0,337.584323690348,60.9223307186109,52.3707214216871,62.1135446162486,68.0,68.8798207128252,115.312316889746,99.4928069223083,96.536705004488,115.0,144.626328765883,38.6575441015896,77.5354449490274,76.6188936199642,77.0,102.160659441457,23.5363893249366,32.5897926981794,30.9139480744848,26.0,21.9175147701821,57.6750913479918,83.2480305773788,62.5810641746691,87.0,90.7435149917095,15.1434276587922,29.7784118487987,22.3837009213981,28.0,23.4951251828502,42.5316636891996,53.4696187285801,40.1973632532709,59.0,67.2483898088594,120.053379187968,106.587379540477,118.279519108756,111.0,146.711488158256,60.7001104989237,72.1533558733463,85.32250803176,88.0,100.129320540382,195.109792872974,206.216418588832,231.111688250209,251.0,289.028158779429,136.030955808517,141.30992165376,127.582276285496,168.0,229.121370812994,115.066231953699,117.020824416596,136.700581859177,151.0,197.579674576133
"PV",,30.6728207081392,33.1315961107649,36.0754481965935,40.0,44.4810775639778,31.292538368843,32.5532323760037,36.0525731145598,42.3809523809524,41.9054976731117,33.8227972566321,32.3315365560384,34.6207964493602,43.6241610738255,48.31357802667,25.373668780719,34.5453956403663,41.6702468634963,36.0294117647059,43.4723488462213,29.3865669222745,33.6767537323851,34.294664124183,37.7272727272727,44.1397643990491,37.6984229350471,37.549857704568,30.6748718254146,30.0,70.7781945889172,0.0,0.0,0.0,40.0,49.4695115065868,52.7839799939133,41.6088720076088,41.4330375887387,63.1578947368421,37.7762653841746,21.8853434890775,35.8970744477675,59.7689500550578,44.4444444444444,66.04802036282,41.023355266482,39.1741673258595,41.2028928215474,46.551724137931,53.8703845022259,21.3622980914755,36.5085895789508,40.2520976374751,38.0681818181818,48.6671703983618,30.9364057741591,29.8482207827134,34.2123694408701,41.7808219178082,41.038509025553,32.9731536786523,33.0248097053533,33.5708839989041,37.037037037037,43.3636980272183,30.8773576212462,35.210469250892,36.3649472639406,40.0,44.1397643990491,27.9471242112642,39.1074418113615,24.6233646348082,42.5,38.724036239696,30.6728207081392,33.1315961107649,36.0754481965935,40.0,44.4810775639778,30.893798711681,29.4487997851378,40.7702202088898,43.0379746835443,42.5097093191243,35.9256386577202,33.3605476497949,32.5875072524433,40.2097902097902,46.0291191937561,19.7068236351047,33.1563747756561,34.9030728097638,36.4928909952607,47.6088095275916,37.3646539756784,40.3175401611068,44.3252754760628,43.3333333333333,32.1765866377583,25.4571651901841,36.1352509503251,28.636673561277,40.8450704225352,39.1018373200284,22.3601578315677,37.0206599716786,27.7816581962644,35.8974358974359,29.4946684011007,26.777708336484,35.6602671228283,29.1359946772782,43.7037037037037,44.1231111960835,35.6553174787494,32.7559338114965,41.4747879449656,38.4083044982699,49.3121001290054,28.3558302488731,30.7069100326792,36.4420109962416,41.3145539906103,43.6572443621962,29.3511080627755,31.8721571649244,36.300950897885,40.4186795491143,45.5990949919267,34.4220618361816,35.0544450191024,34.8651037318387,43.979057591623,48.3399772056076,32.1678987451435,32.1367909827818,42.1240187985808,41.5977961432507,48.6797758201601
"MK",," "," ",a,ab,abcd," "," "," ",ab,ab," "," "," ",b,abc," "," ",a," ",a," "," "," ",a,abc," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",a,a,a,abd," "," "," ",abc,abc," "," "," "," ",abc," "," "," ",a,abc," ",c," ",ac,c," "," ",a,ab,abcd," "," ",ab,ab,ab," "," "," ",bc,abc," ",a,a,a,abcd," "," "," "," "," "," ",a," ",ac,ac," ",a," "," "," "," "," "," ",ac,ac," "," ",b," ",abcd," "," ",a,ab,ab," "," ",a,ab,abcd," "," "," ",abc,abc," "," ",ab,ab,abcd
"RW","²ÉÓÃ´´ÐÂ·½·¨À´µÃµ½×î¼ÑÏ´µÓÐ§¹û New & innovative ways to get best laundry results",181.406221004053,214.868909703845,169.277752970781,208.0,270.896068557241,39.8830785448476,74.6915110878585,56.6529492590888,64.0,77.5374480592671,53.0113643892163,59.5419475494298,32.5618295359913,48.0,63.8374768654966,23.8849349924321,20.8040560186804,27.5468725994885,40.0,45.7920961511823,64.6268430775572,59.8313950478764,52.5161015762125,56.0,83.7290474812947,10.7272696241727,4.75825931465785,7.64040043114722,4.0,8.12487117589988,0.0,0.0,0.0,12.0,6.96843759487078,8.92396895672443,12.6727863088495,3.76023001667369,8.0,5.30436533710133,1.45814938878595,2.40873444912907,3.34889404277591,3.0,0.969962157072007,21.109387969683,19.8397800726364,14.7495244905968,27.0,21.367636264944,39.8843310763237,49.0079765891629,41.6125273569367,52.0,56.149884311922,67.3332709676963,77.5324432357535,70.360343057253,78.0,112.071659096658,53.0792309903501,68.4887098062921,42.5553580659945,51.0,81.3068888837168,75.9193014255102,80.2453234383483,62.4566990950826,79.0,83.7290474812947,25.4529145455914,45.9935822922087,15.2615518553668,22.0,23.4988306353056,181.406221004053,214.868909703845,169.277752970781,208.0,270.896068557241,46.0863490277688,38.2563809792769,28.0413228032271,42.0,54.1536679358657,75.2064771474073,83.5361543665676,65.5460830293838,76.0,105.512753478106,41.5123886573665,65.4349203486486,53.5436629048196,70.0,88.6868796964344,18.6010061715106,27.6414540093518,22.1466842333506,20.0,22.5427674468347,48.4554563796405,89.4390664544894,48.7669632101473,54.0,76.596935504596,15.113885555339,40.4867541245679,19.2771964903741,16.0,27.542631820077,33.3415708243015,48.9523123299215,29.4897667197732,38.0,49.054303684519,77.0022228201036,71.2683619737541,66.5000538543373,89.0,112.261925277522,55.9485418043091,54.1614812756015,54.0107359062964,65.0,82.0372077751222,156.272177752514,179.562666312918,143.55890034156,187.0,231.53563867526,99.1506321070023,128.880446369856,89.3491368601152,107.0,178.508777557604,83.3009910169208,98.7977447244501,82.4201974050195,108.0,155.246160189576
"PV",,23.3371371336741,27.1727297395159,22.9419937155294,29.0909090909091,35.694042026442,19.5645118205593,32.973555709843,27.2786376895528,30.4761904761905,38.9476609298848,23.3383112532596,29.0158147757086,18.4408828596863,32.2147651006711,33.5256110483607,24.1821517824212,18.1693116741849,22.7957794113062,29.4117647058824,33.6158561030638,26.1054968775898,24.4682796070322,22.5630660767314,25.4545454545455,35.9009675236823,37.5179167165427,22.4554105066494,38.0489684652522,40.0,41.0492203876939,0.0,0.0,0.0,60.0,39.0708031227198,34.7568875081205,42.8920403980785,17.5710787352095,42.1052631578947,25.3717351513798,13.4883042413671,21.0405088014378,30.1119253985585,33.3333333333333,14.7081221385582,32.4369269094744,31.9051292624561,28.0398351800842,46.551724137931,32.8078033664186,26.9020689309166,26.5294113434208,22.2774701928348,29.5454545454545,34.5527370863089,23.2201629134602,26.1589245827915,22.7336231149893,26.7123287671233,37.3273562276611,19.3709098950844,27.6780668440962,22.5210607017736,26.984126984127,35.1879553555237,25.820079480947,27.13758550983,22.7792907083297,28.7272727272727,35.9009675236823,32.6780624982303,45.6103074054372,20.6910487239354,27.5,30.1744949859228,23.3371371336741,27.1727297395159,22.9419937155294,29.0909090909091,35.694042026442,23.3704517444738,21.5121058747941,18.4058229601836,26.5822784810127,33.4213512563542,23.4306342600084,28.0101842980736,22.126127631868,26.5734265734266,33.5807397432245,21.1621648750574,27.9818442251967,24.3913514875058,33.175355450237,41.3297720095819,29.5295998720409,34.1958429270919,31.7545296110161,33.3333333333333,33.094505349426,21.3877174459858,38.8225774073026,22.3154339805724,25.3521126760563,33.00600501961,22.3165371856495,50.3333208437389,23.9260024853991,20.5128205128205,34.5757167116412,20.9916749445211,32.6475590339688,21.3748767740772,28.1481481481481,32.1855809822429,22.8693162973905,21.9018589042199,23.3182858090708,30.7958477508651,37.7330457856758,26.1361526533481,23.0499567571867,23.0684713473226,30.5164319248826,35.7689276957226,23.5086179370069,27.752637548658,22.5489443295114,30.1127214170692,36.5286746680857,25.0896508754079,31.9710921104264,24.4169254200109,28.0104712041885,37.6617432390383,23.2876126984036,27.1322859637074,25.3976237529724,29.7520661157025,38.2496240627077
