"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A3"
"VT","(B0) TOMA"
"HT","Header C"
"BT","b1.All Respondents"
"CH",,"³¬ÄÜ",,,,"°ÂÃî",,,,"ÎÀÐÂ",,,,"ÂèÂèÒ¼Ñ¡",,,
"CL",,"aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)","aware (a)","non aware (b)","buyer (c)","aware but not buyer (d)"
"MK",,bcde,cde,de," "," ",cde,cde," "," "," ",bcde,de,de," "," ",de,de," "," "," ",cde,cde,d," "," ",cde,d," "," "," "," "," "," ",e," ",cde," "," "," "," "," "," "," "," "," ",cde,de," "," "," ",de,de,e," "," ",bcde,cde," "," "," ",cde,cde,d," ",d,cde,cde,d," "," ",cde,d," "," "," ",bcde,cde,de," "," ",de,cde,de," "," ",bcde,cde," "," "," ",bcde," "," "," "," ",e,cde," "," "," ",bcde,cde,de," "," ",cde,cde," "," "," ",bcde,de,de," "," ",bcde,cde,d," "," ",cde,cde," "," "," ",cde,cde,de," "," ",bcde,cde,e," "," ",bcde,cde,de," "," "
"RW","³¬ÄÜ Chaoneng",1036.31649559601,902.70892081924,808.133261474371,696.0,757.364462112672,265.843867476377,241.10619909576,215.651484215172,188.0,206.494987431265,291.649924532488,243.566073751899,264.307841081077,156.0,174.994049353793,139.00865690945,120.292989541889,104.051912596207,132.0,135.951040717247,339.814046677688,297.743658429694,224.122023581916,220.0,239.924384610366,30.3366728653335,37.7262939894345,25.9816564752631,16.0,21.8613255649013,0.0,0.0,0.0,21.0,18.3944234021608,38.0065563409887,24.1006526123407,23.8242480012943,14.0,9.69137289327562,16.0273086256653,13.6267612246216,11.5751599338011,9.0,8.01033797758058,84.3705378319874,75.4537078263968,61.3810644103585,60.0,58.4862913945271,200.448926117081,181.381850586574,168.855556358141,172.0,163.90856902637,421.679803441891,356.171811216828,315.757197345435,267.0,298.047581604328,329.817228205045,289.701551189442,262.139443360438,197.0,236.922020087447,411.405251982836,344.985128322577,265.613924078192,272.0,239.924384610366,125.525544345313,109.386754652365,78.7402573755576,61.0,66.8728015865376,1036.31649559601,902.70892081924,808.133261474371,696.0,757.364462112672,187.542707809599,184.112394571915,193.839880358051,133.0,131.439549251496,387.181686167713,328.540771715894,310.550464928937,262.0,299.421141528886,332.694199703474,270.297565229722,214.699530018556,208.0,237.27813245267,128.897901915217,119.75818930171,89.0433861688284,93.0,89.2256388796196,300.678064127399,255.799994579885,243.122165501863,198.0,207.402397663452,106.062608833241,91.6274397795114,76.5424219148937,65.0,61.6606679508978,194.615455294157,164.172554800374,166.579743586969,133.0,145.741729712555,430.960714600381,373.521405810146,332.588935188546,290.0,317.97494261311,304.677716868223,273.38752042921,232.422160783963,208.0,231.98712183611,865.136375920866,741.667583864308,620.571796359505,578.0,646.060003962183,536.811974194826,474.902429073894,386.303694111288,368.0,453.024719253315,458.152398078754,391.727062307493,335.934952792359,324.0,372.38612067065
"PV",,69.0768287568801,60.1708974771099,53.8624069841104,52.7672479150872,50.4844012952756,68.7656800621383,62.3664340142981,56.2390236689961,53.257790368272,56.2372515906509,65.7914812674877,54.9460031587586,58.1451881563179,49.0566037735849,41.8349017032893,70.448199519291,60.9473351038984,53.2761055273109,53.0120481927711,51.4123846488062,71.8378960427213,62.9491148050879,47.9879010552238,55.1378446115288,53.2833382170327,53.4917646380477,66.5212477515536,50.0000188974574,43.2432432432432,48.8105016458525,0.0,0.0,0.0,51.219512195122,41.0697887848293,67.0164487803014,42.4958420800683,39.7844041936189,33.3333333333333,21.6382383495233,84.7820858036422,72.0829840279451,65.242853594415,64.2857142857143,53.6546867729008,63.7580685579225,57.0191861091118,47.3661974490956,44.7761194029851,38.8996695749409,62.7977763680785,56.8251492857331,53.8525683182399,58.5034013605442,52.0640264598095,73.0108928506757,61.6688105789993,54.0738670763575,53.9393939393939,52.2998878678672,70.0020841035903,61.4865321032212,55.3867144479311,49.7474747474747,50.9356008551078,71.5411757750058,60.7492969897724,47.2746428508621,53.3333333333333,53.2833382170327,65.9424191551881,54.0494148009883,45.425451444704,48.8,52.8429660600113,69.0768287568801,60.1708974771099,53.8624069841104,52.7672479150872,50.4844012952756,65.7381534004657,64.7076138982378,65.1363387403387,51.953125,46.0792318357121,73.8697421438132,62.6111300471673,59.4524416814193,57.7092511013216,57.0450058681625,69.3122389082652,56.2964252724914,45.1731526163081,51.1056511056511,49.4407522693856,61.1425162797443,56.7986030715554,43.4055818946216,46.039603960396,42.4604649756804,65.1040093504769,55.3726412040324,51.8657044218362,50.6393861892583,44.9226597238063,66.7310817905522,57.858736876409,48.2905901876974,46.0992907801418,38.8635354918617,64.2502440808604,54.0758290534181,53.6921999767189,53.2,48.0950940012422,71.3638765280334,61.9596203177367,56.291588748449,55.0284629981025,52.685098093298,70.1209818346517,62.7850276687816,52.7296922680326,51.8703241895262,53.3342208998428,69.3228786816718,61.6178407511551,55.12419270383,55.311004784689,52.5529983933903,70.1432831308331,61.0794721033678,56.7087323671056,52.6466380543634,50.2474006117933,70.2363159432623,67.3178202017036,58.3507194990431,58.8021778584392,57.1738192299936
"MK",,bcde,cde,e," "," ",bcde,de," "," "," ",bcde,e,de,e," ",bcde,cde," "," "," ",bcde,cde," ",c," "," ",cde," "," "," "," "," "," "," "," ",cde," ",e," "," ",c," "," "," "," ",cde,de," "," "," ",ce," "," "," "," ",bcde,cde," "," "," ",bcde,cde," "," "," ",bcde,cde," ",c,c,bcde," "," "," "," ",bcde,cde,e," "," ",de,de,de," "," ",bcde,e," "," "," ",bcde,ce," ",c," ",cde,cde," "," "," ",bcde,e,e," "," ",cde,cde," "," "," ",bcde," "," "," "," ",bcde,cde," "," "," ",bcde,cde," "," "," ",bcde,cde," "," "," ",bcde,de,e," "," ",cde,cde," "," "," "
"RW","°ÂÃî Omo",719.782320288178,614.95281195857,438.614434716815,393.0,381.218401759676,191.49753774842,184.494119000554,132.459146800414,139.0,105.505220172013,228.569695522119,168.606110037241,132.455952386239,82.0,120.199779228523,96.6480460176714,86.1543235101324,57.8164037673285,73.0,62.3888352222514,203.067040999967,175.698259410643,115.882931762834,99.0,93.1245671368884,28.0891838517128,28.0906810938511,18.0913334758065,12.0,9.76692101253929,0.0,0.0,0.0,27.0,19.8567914163461,23.7589193868306,18.1046025190204,13.4778509340196,6.0,7.62200887796196,10.6592093628966,8.22876702566922,7.0126803033664,6.0,9.02573821168827,62.50731260144,54.4240506385407,38.5818647131925,51.0,46.2714595185357,132.47018058711,124.144456507763,113.512865964289,95.0,87.5192225035375,298.367415493769,243.492102328202,173.643369968339,160.0,142.163549408522,226.437411605859,192.892202484064,112.876334070994,87.0,105.264170329081,248.93996165816,208.227545146593,140.66094843583,140.0,93.1245671368884,83.7095833323927,79.0013449811703,29.1507791896449,29.0,20.781815404633,719.782320288178,614.95281195857,438.614434716815,393.0,381.218401759676,141.903124626178,143.358652865245,71.7646219632986,75.0,78.228032475147,263.780327195445,193.724326711073,154.146876232707,144.0,139.686670870894,229.635674449565,191.193673874318,156.484650982723,108.0,121.070553178241,84.4631940169889,86.6761585079348,56.2182855380865,66.0,42.2331452353941,224.438726350098,178.866460642061,106.326620079193,113.0,103.406100895262,83.746387647038,58.2543136410612,39.5276107965333,39.0,44.6847713323904,140.69233870306,120.612147000999,66.7990092826596,74.0,58.7213295628714,309.443547420287,257.233243705277,204.082412030086,162.0,173.781189763409,185.900046517793,178.853107611233,128.205402607536,118.0,104.031111101005,591.360868272247,502.552632681337,354.588465836199,323.0,330.587411468077,398.961632553658,346.11764873564,204.756625872878,222.0,243.141935904842,344.617890797488,283.221133657345,173.888932620055,188.0,189.449574748823
"PV",,47.9778912060849,40.990248072478,29.2338285256581,29.7952994692949,25.411256717662,49.5345577782238,47.7227061843573,34.5435744121785,39.3767705382436,28.7334994652861,51.5616071746445,38.0358056932387,29.1390381852486,25.7861635220126,28.7355253927287,48.9802648293891,43.6507268263811,29.6028468046639,29.3172690763052,23.5934846641483,42.9290934959354,37.1462148380441,24.8122811607205,24.812030075188,20.6814651838236,49.528833242213,49.5311613983942,34.8156021742401,32.4324324324324,21.8069262425173,0.0,0.0,0.0,65.8536585365854,44.3348623430051,41.8937824799894,31.9232156052381,22.5068287230408,14.2857142857143,17.0179030999786,56.3856367847647,43.5286178647682,39.5266481805514,42.8571428571429,60.4560204572797,47.2362227932028,41.1274032988614,29.7726381827125,38.0597014925373,30.7754935918149,41.501009444617,38.8932368439073,36.202299179161,32.312925170068,27.7996638200963,51.660219970081,42.1590588111391,29.7366729414141,32.3232323232323,24.9461433404086,48.0602266221766,40.9396240779593,23.8493269191971,21.969696969697,22.6306265759812,43.2893296052348,36.667310973862,25.0351939321142,27.4509803921569,20.6814651838236,43.9752120590336,39.0355896222846,16.8171574336961,23.2,16.4218148490659,47.9778912060849,40.990248072478,29.2338285256581,29.7952994692949,25.411256717662,49.7404003793721,50.3844207781044,24.1151857767313,29.296875,27.4246805090354,50.3262045924813,36.9187025088494,29.5102059231985,31.7180616740088,26.6127732959882,47.8414193679815,39.8210038062713,32.9246413363892,26.5356265356265,25.2270159282245,40.0649827381968,41.108543403713,27.4044766477319,32.6732673267327,20.0977993164012,48.5963649570219,38.7189544895589,22.6828559124447,28.9002557544757,22.3974126442898,52.6904543006705,36.7850614726838,24.9379573616911,27.6595744680851,28.1639536893274,46.4480947225677,39.7277233757035,21.5307436992106,29.6,19.3781689758615,51.2415409626725,42.6697743828364,34.541507528735,30.7400379506641,28.7937123416522,42.7845328464669,41.0746521728175,29.086001970691,29.426433915212,23.9169235602519,47.3854052023757,41.7521390489918,31.4974077713106,30.9090909090909,26.8912478673945,52.1308765374041,44.5158457320553,30.0579281897095,31.7596566523605,26.9681757743248,52.8310910501713,48.6712080614482,30.2038958642461,34.1197822141561,29.0868943245823
"MK",,bcde,cde,e,e," ",cde,cde," ",e," ",bcde,cde," "," "," ",cde,cde," "," "," ",bcde,cde," "," "," ",de,de," "," "," "," "," "," ",e," ",cde," "," "," "," "," "," "," "," "," ",ce,ce," "," "," ",de,de,e," "," ",bcde,cde,e,e," ",bcde,cde," "," "," ",bcde,cde," ",e," ",cde,cde," "," "," ",bcde,cde,e,e," ",cde,cde," "," "," ",bcde,cde," ",e," ",bcde,cde,de," "," ",ce,cde,e,e," ",bcde,cde," ",ce," ",bcde,cd," "," "," ",cde,cde," ",ce," ",bcde,cde,e," "," ",cde,cde,e,e," ",bcde,cde,e,e," ",bcde,cde," ",e," ",cde,cde," ",e," "
"RW","½à°Ô Attack",127.855798171903,152.014225052287,55.4597916480751,62.0,65.9558327493944,27.1526262749457,41.8906564038375,9.71528820570803,19.0,20.0785904241186,58.2855043787935,52.6920068391018,25.1741513831732,13.0,22.9852449389589,12.2017630748863,14.9321255706216,8.04514163782229,14.0,9.7975453891813,30.2159044432779,42.499436238726,12.5252104213716,16.0,13.0944519971355,1.88171722738609,7.78421157194666,2.14138424202711,0.0,2.95865418066425,0.0,0.0,0.0,8.0,2.9741016252896,9.47978461241749,7.84456213234798,2.18330685814731,2.0,2.95768663307556,1.23467840839643,2.01652365705101,0.570193688115349,0.0,0.0,12.5961802482,17.6452973613457,4.89488478828977,10.0,8.8904424390294,28.7658199965148,32.4262402488433,17.594729548131,15.0,13.2439893155979,43.3035749758154,63.1603103629368,15.1370441090366,22.0,25.8817825167295,43.1902229513733,38.7823770791612,17.8331332026178,15.0,17.9396184780376,44.7659899877264,54.7489735461055,15.9027162591502,26.0,13.0944519971355,20.6030813839095,23.3519093541833,3.70421240769181,9.0,2.09356213093983,127.855798171903,152.014225052287,55.4597916480751,62.0,65.9558327493944,23.6391882019805,28.5014988776316,15.5689978703141,7.0,10.9924135355538,42.9803440870757,43.5600050743542,17.7883547342467,19.0,23.4366277417268,46.8379857581444,56.5474580369158,17.5562462695431,25.0,25.7988766992268,14.3982801247029,23.4052630633854,4.54619277397125,11.0,5.72791477288696,50.3878164627465,66.21429502383,14.6367780449702,21.0,19.5090398112931,23.2509086403815,16.9295286218143,7.37697016127767,9.0,7.91195165547873,27.136907822365,49.2847664020158,7.25980788369257,12.0,11.5970881558144,54.5755947955912,60.3376731926673,25.8738195482332,26.0,26.0609695763093,22.8923869135658,25.4622568357896,14.9491940548717,15.0,20.3858233617919,106.568703275936,120.500001822659,48.1812764208695,54.0,55.6496589052314,70.8922578314484,95.5300505398331,39.0189397197952,30.0,37.5563845489177,68.3883749229217,69.157851363591,21.4576307637563,27.0,36.2417531233326
"PV",,8.52237044708569,10.1326486752589,3.69641742446376,4.70053070507961,4.39648398473329,7.02355419741117,10.8357680898446,2.53361726370856,5.38243626062323,5.46824286300241,13.1482621696214,11.8867752377194,5.53807167756792,4.08805031446541,5.49496092123281,6.18373170921757,7.56547213958179,4.11923052815087,5.62248995983936,3.7051218549357,6.38774948668277,8.98525229740466,2.68183621042915,4.01002506265664,2.90806670469595,3.3179767435116,13.7255853085647,4.12095559303591,0.0,6.60588463979872,0.0,0.0,0.0,19.5121951219512,6.64036718655248,16.7155764975533,13.8320434274401,3.64593092375942,4.76190476190476,6.60372158149996,6.53126567943814,10.6670279288773,3.21387035055445,0.0,0.0,9.51882190714449,13.3342750565958,3.77725739362677,7.46268656716418,5.91309971973427,9.01191922639891,10.1588220483839,5.61143142380222,5.10204081632653,4.20682954074102,7.49770951040141,10.9357930448672,2.59224023383244,4.44444444444444,4.54160478725999,9.16691234096243,8.23120850933153,3.76791315241794,3.78787878787879,3.85681856820642,7.78456653875605,9.64088414480181,2.83040595149149,5.09803921568627,2.90806670469595,10.8234306856996,11.5384814102083,2.13696940389615,7.2,1.65433524549762,8.52237044708569,10.1326486752589,3.69641742446376,4.70053070507961,4.39648398473329,8.28609439649315,10.0170550124178,5.2316763570798,2.734375,3.85364964063918,8.20014749765146,8.30137802477717,3.40544047386372,4.18502202643172,4.46509074219052,9.75804706467363,11.777463637229,3.69386459315965,6.14250614250614,5.3756149314321,6.82980144629523,11.100587394265,2.21611229367674,5.44554455445545,2.7257851851975,10.9101702635375,14.3333091423795,3.12249112375824,5.37084398976982,4.22559221520198,14.6287018889515,10.6902598646024,4.65412818111802,6.38297872340426,4.98675126609806,8.9589644797296,16.2336183787461,2.33999073530976,4.8,3.82706480906091,9.03731100420147,10.0087953828637,4.37921486634858,4.93358633776091,4.31802810388401,5.26863816434679,5.84755477292763,3.3915285853537,3.74064837905237,4.68673432299874,8.5392887110974,10.0111560547602,4.27984961888581,5.16746411483254,4.52675667446291,9.26323545653731,12.2865765676535,5.72791470428095,4.29184549356223,4.16557997777784,10.4841697393166,11.884692817,3.72711497688032,4.90018148820327,5.56433048020092
"MK",,cde,cde," "," "," ",c,acde," ",c,c,cde,cde," "," "," "," ",ce," "," "," ",ce,cde," "," "," "," ",acd," "," ",d," "," "," ",e," ",cde," "," "," "," "," "," "," "," "," ",c,ce," "," "," ",de,cde," "," "," ",cde,acde," "," ",c,cde,cde," "," "," ",cde,cde," ",ce," ",ce,ce," ",ce," ",cde,cde," "," "," ",de,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",ce,cde," ",c," ",cde,cde," "," "," ",cde,ce," "," "," ",ce,acde," "," "," ",cde,cde," "," "," "," ",c," "," "," ",cde,cde," "," "," ",cde,acde," "," "," ",cde,cde," "," "," "
"RW","ÍþÂ¶Ê¿Walch",247.74412026075,282.207816000275,146.646884896428,103.0,142.500223793718,47.0801351476536,62.2670827867333,26.2948777941956,32.0,32.4089087354469,92.2811116575445,90.4121971220762,53.3826977784907,29.0,48.5460386037177,27.9812777455465,32.1824149955953,20.9445657777133,16.0,19.490051090671,80.401595710005,97.3461210958698,46.0247435460289,26.0,42.055225363882,15.97441974534,18.3584738954392,9.67564008845213,3.0,6.21515100059498,0.0,0.0,0.0,10.0,3.07975426787575,14.9582147327044,12.1924284303911,9.73686671078404,5.0,4.0791231729261,1.0883871478875,3.42658681180988,1.70512010638322,2.0,0.894638899502604,32.021021625932,33.9774891376402,21.1176269056194,20.0,14.2686673408994,53.0583381931396,65.8048703785478,35.6432641125428,27.0,38.9143221149701,79.002965106465,91.9861035931571,48.4085185565951,35.0,53.5601717593174,83.661795335213,90.4393528909297,41.4774753216711,21.0,35.7570625785307,102.036765930013,118.734095495229,59.3692855982688,44.0,42.055225363882,49.1737864835045,58.8903547600185,14.9504104383393,12.0,11.1098542348539,247.74412026075,282.207816000275,146.646884896428,103.0,142.500223793718,36.5286444334028,45.3775349193482,18.2859690621594,11.0,22.1734052341327,86.5346662172943,108.613573018581,59.8714620437073,40.0,58.4368556282376,97.33777944465,89.5655964743425,43.9183658451735,31.0,43.5747986104195,27.3430301654025,38.6511115880035,24.5710879453883,21.0,18.3151643209279,110.063116273159,116.975986828489,44.5932707121753,38.0,54.2584869491384,43.7297960729726,36.8681707809542,7.23958386183673,11.0,12.8732265496384,66.3333202001864,80.107816047535,37.3536868503386,27.0,41.3852603995,98.2416152118577,106.881750730706,65.8013601239826,48.0,55.502069732322,39.4393887757328,58.3500784410795,36.2522540602705,17.0,32.7396671122572,216.098224564082,247.153787775624,113.251154468618,92.0,130.894476472917,107.920894228428,147.695857049114,56.4157050575912,45.0,85.5829300718692,117.323777997377,135.248255615267,81.3555996690777,51.0,85.7941097123553
"PV",,16.5136599132618,18.8108228158209,9.77407387345103,7.80894617134193,9.49878010198791,12.1781914383767,16.1064954963654,6.85735254743537,9.06515580736544,8.82630603776977,20.8171184638313,20.3960625227313,11.7436811330544,9.11949685534591,11.6056446523197,14.1806322084459,16.3054591847703,10.7239249020573,6.42570281124498,7.37052102147932,16.9971828144074,20.5809661405126,9.85459083440604,6.51629072681704,9.33978761890481,28.1672253592308,32.3707542193504,18.6201440900509,8.10810810810811,13.8767723504754,0.0,0.0,0.0,24.390243902439,6.87626105616205,26.375618524479,21.498484770704,16.2597132459408,11.9047619047619,9.10758882614882,5.75740660612314,18.1259947506652,9.61083061468525,14.2857142857143,5.99245251099419,24.1980025798397,25.6762567734499,16.2959325530872,14.9253731343284,9.49019730267385,16.6224170957568,20.6160184764708,11.3675934455753,9.18367346938776,12.3607710584881,13.678807885018,15.9267898798797,8.29002733682441,7.07070707070707,9.39846907033361,17.7568044737554,19.1949340695327,8.76366048623883,5.3030303030303,7.68737100324786,17.7436485599769,20.9081848400931,10.5666966922365,8.62745098039216,9.33978761890481,25.8324985297229,29.0984884076436,8.62492917956844,9.6,8.7790198157668,16.5136599132618,18.8108228158209,9.77407387345103,7.80894617134193,9.49878010198791,12.8041535675811,15.9482582150006,6.1446647244523,4.296875,7.77340980084927,16.5098032999514,20.6988572822691,11.4619200661939,8.81057268722467,11.1332511632556,20.27898120761,18.6543408358807,9.24050016696083,7.61670761670762,9.07951694080301,12.970123191961,18.331348846889,11.9775585356935,10.3960396039604,8.71577276372096,23.8313033303098,25.3216164401392,9.51316550338514,9.71867007672634,11.752205248369,27.5133398143902,23.2806438492972,4.56745120751659,7.80141843971631,8.11374760495706,21.8992474524391,26.3862408165393,12.0398890108089,10.8,13.6572277075725,16.2680779485773,17.7295131983294,11.1370605311568,9.10815939278937,9.19610823481251,9.07689834471568,13.4004335078908,8.22456083435782,4.23940149625935,7.52690332175434,17.3158260613363,20.5335693072294,10.0598810636936,8.80382775119617,10.6474587029033,14.1016337255732,18.9958703685861,8.28173058705168,6.43776824034335,9.49246164743545,17.9861329409968,23.2422485709088,14.1311814579206,9.25589836660617,13.1722871702588
"MK",,cde,cde,d," "," ",c,cde," "," "," ",cde,cde," "," "," ",de,cde,d," "," ",cde,cde,d," "," ",de,cde," "," "," "," "," "," ",e," ",de," "," "," "," "," ",a," "," "," ",de,cde," "," "," ",cd,cde," "," "," ",cde,cde," "," "," ",cde,cde,d," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde,d," "," ",cde,cde," "," "," ",cde,acde," "," "," ",cde,cde," "," "," "," ",cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",d,acde,d," ",d,cde,acde," "," "," ",cde,acde," "," ",d,cde,acde,d," ",d
"RW","°×Ã¨ Baimao",341.242440096174,341.135358743263,183.58189915627,167.0,183.917856582126,77.5404250779041,104.626796973051,53.3587725026475,53.0,47.7389435370851,111.715895656117,81.1162073098085,51.8561608490619,32.0,51.9309626735008,46.3119928146609,34.7533116740719,19.6219232562186,31.0,28.6050306517795,105.674126547492,120.639042786331,58.7450425483417,51.0,55.6429197197608,9.39486700260098,18.0517598219319,5.49539915594645,4.0,3.9186181493857,0.0,0.0,0.0,12.0,9.98624215082549,9.27892482447548,5.98955896182268,2.18330685814731,1.0,2.12417536979016,1.74086916482276,1.534911372564,0.0,1.0,0.0,20.4146609918992,25.5762301563186,7.67870601409376,18.0,16.0290356700014,80.2918733405109,67.3293398606426,50.2611132863049,37.0,40.9547761366222,133.194703600017,129.581281484277,87.2449787975173,69.0,74.9595653086799,107.341202163747,118.648507242025,38.3971010583537,43.0,51.9744794668225,124.904841982894,129.720101352415,63.3942988222022,65.0,55.6429197197608,39.635423956623,47.4358351467579,9.10659958518266,11.0,15.7693644463299,341.242440096174,341.135358743263,183.58189915627,167.0,183.917856582126,61.9407940055206,66.776034385444,36.720063691039,28.0,29.7998801448451,125.225977865976,116.874906582596,56.4500630859278,54.0,68.9941176813004,103.739177455389,103.902652287117,61.7107234973328,52.0,63.1955569223069,50.3364907692884,53.5817654881067,28.70104888197,33.0,21.9283018336737,92.0026188357899,110.73511875422,44.3295899417623,38.0,58.6565394767349,38.1600182378492,36.9523975946761,20.0623467639499,15.0,22.0148549363626,53.8426005979407,73.7827211595436,24.2672431778124,23.0,36.6416845403722,155.18779624754,146.816548075603,76.8504140200417,69.0,82.0039070762313,94.0520250128439,83.5836919134402,62.4018951944656,60.0,43.2574100291599,268.138637638057,275.308620150531,128.178880824409,134.0,162.664597454573,206.493288282642,204.343215021843,90.1680996296427,94.0,111.109730743392,168.354016256546,158.722056004828,87.243802718326,72.0,92.5511466376954
"PV",,22.745894424412,22.7386926431717,12.2358074325895,12.661106899166,12.2595967219778,20.0573370881432,27.0635937774274,13.9152544238036,15.014164305949,13.0013179097656,25.2012897590216,18.2989827541058,11.4078576605984,10.062893081761,12.4148605442623,23.4704555995276,17.6080230496916,10.0467125299646,12.4497991967871,10.8175180638658,22.3398855684283,25.505567421265,12.5781984485089,12.781954887218,12.3573955003618,16.5656931707619,31.8299377034642,10.5755405513886,10.8108108108108,8.74922781156256,0.0,0.0,0.0,29.2682926829268,22.2965866840047,16.361403139413,10.5611808885433,3.64593092375942,2.38095238095238,4.74271431445984,9.20893971359408,8.11939022993445,0.0,7.14285714285714,0.0,15.4271785928426,19.327556845953,5.92546103119945,13.4328358208955,10.6610314366135,25.1542934346598,21.0936197669055,16.0296178306426,12.5850340136054,13.0089022257868,23.0617263464894,22.4361480913858,14.940826135518,13.9393939393939,13.1535268267082,22.78264207889,25.1820717548229,8.11281676913927,10.8585858585859,11.173935372478,21.7202848344297,22.8427381809708,11.2830787994314,12.7450980392157,12.3573955003618,20.8217040887805,23.4386616407674,5.25362008038709,8.8,12.4609702368611,22.745894424412,22.7386926431717,12.2358074325895,12.661106899166,12.2595967219778,21.711712844711,23.4689134358143,12.339104330483,10.9375,10.4470503261036,23.8916535186004,22.2732476613934,10.8069201709182,11.8942731277533,13.1445956952201,21.6126240203273,21.6404017369673,12.9840430035728,12.7764127764128,13.1678205742152,23.8770349291704,25.4126206113964,13.9907721539907,16.3366336633663,10.4351832463877,19.920772652094,23.9706650875179,9.45691399348379,9.71867007672634,12.7048085903286,24.0090200134771,23.3338294131939,12.6573283356333,10.6382978723404,13.8755405122895,17.7755678506476,24.3028551353847,7.8218494369726,9.2,12.0918371547313,25.6979403339269,24.3538855702122,13.0071431832565,13.0929791271347,13.587183483202,21.6458899758995,19.1954790079861,14.1571385424158,14.9625935162095,9.94494971871831,21.4857943374144,22.8726764967516,11.3858821309254,12.822966507177,13.2317621834892,26.9817326753023,26.281557931339,13.2365253242307,13.447782546495,12.3237759779063,25.8092414788131,27.2761926767023,15.1539416131952,13.0671506352087,14.2097200557918
"MK",,cde,cde," "," "," ",cde,acde," "," "," ",bcde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," "," ",acde," "," "," "," "," "," "," "," ",cde," "," "," "," ",c,c," "," "," ",c,ce," ",c," ",cde,de," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," ",c,cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," ",e," ",cde,cde," "," "," ",cde,cde," "," "," ",cd,acde," "," ",c,cde,cde," "," "," ",cde,cde,e,e," ",cde,cde," "," "," ",cde,cde," "," "," ",cde,cde," "," "," "
"RW","ÆäËû",0.0,18.0619104817347,4.28891120334685,3.0,7.49561214035368,0.0,7.87706115212203,1.13091580759966,0.0,2.36033834690935,0.0,4.47969569513171,0.0,0.0,4.08867461299398,0.0,4.13618541794323,0.0,3.0,0.0,0.0,1.56896821653769,3.15799539574719,0.0,1.04659918045035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13618541794323,1.13091580759966,0.0,0.0,0.0,5.46327042755896,0.83508027042925,2.0,3.9719594112039,0.0,8.46245463623247,2.32291512531794,1.0,3.52365272914978,0.0,1.56896821653769,3.15799539574719,0.0,1.04659918045035,0.0,0.0,0.0,0.0,0.0,0.0,18.0619104817347,4.28891120334685,3.0,7.49561214035368,0.0,6.3611424815909,1.13091580759966,1.0,0.0,0.0,4.66696133259204,2.32291512531794,2.0,3.05143347570763,0.0,5.97331030635669,0.83508027042925,0.0,3.52365272914978,0.0,1.06049636119503,0.0,0.0,0.920525935496272,0.0,7.23141781861389,0.0,0.0,3.06008691922133,0.0,1.72363779023145,0.0,0.0,0.0,0.0,5.50778002838244,0.0,0.0,3.06008691922133,0.0,7.09563464935161,3.4538309329176,1.0,1.04659918045035,0.0,3.73485801376916,0.83508027042925,2.0,3.388926040682,0.0,13.7846237620689,4.28891120334685,2.0,7.49561214035368,0.0,6.57544966702893,1.16145756265897,3.0,4.49124588712071,0.0,8.05869901590323,1.99653783308822,2.0,0.94589216832995
