"BE","QPS Tables 2.1"
"JH","Project Sheet1     "
"JF"," "
"TB","B0A1"
"VT","(B0) TOMA"
"HT","Header A"
"BT","b1.All Respondents"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","定向",,,"PURCHASE FORM  USAG",,,,,
"CL",,"Total","18-24 (a)","25-34 (b)","35-44 (c)","45+ (d)","Top4 (a)","A city (b)","B city (c)","C city (d)","China1+ (a)","China1 (b)","China2 (c)","China3 (d)","East (a)","South (b)","West (c)","North (d)","Yes (a)","No (b)","Beijing (a)","Shanghai (b)","Guangzhou (c)","Chengdu (d)","广西  (a)","四川省 (b)","陕西省 (c)","福建省 (d)","重庆市 (e)","湖北省 (f)","广东省 (g)","河北省 (h)","辽宁省 (i)","山东省 (j)","江苏省 (k)","浙江省 (l)","河南省 (m)","(a)","(a)","(a)","兴趣定向(x) (a)","app定向(a) (b)","移动媒体类型定向(l) (c)","洗衣液 (a)","洗衣粉 (b)","洗衣皂 (c)","洗衣凝珠 (d)","衣物柔顺剂 (e)","消毒液（如滴露、威露士） (f)"
"RW","5",21.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,14.0,2.0,5.0,3.0
"PV",,8.97435897435897,0.0,6.25,11.9047619047619,8.43373493975904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037,0.0,14.2857142857143,17.6470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47663551401869,8.66141732283465,10.2189781021898,9.09090909090909,5.74712643678161,3.26086956521739
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",f,f," "," "," "
"RW","4",7.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,1.0,1.0
"PV",,2.99145299145299,0.0,6.25,2.38095238095238,2.40963855421687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80373831775701,3.93700787401575,2.18978102189781,0.0,1.14942528735632,1.08695652173913
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","3",6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0
"PV",,2.56410256410256,0.0,0.0,2.38095238095238,1.20481927710843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33644859813084,0.78740157480315,1.45985401459854,0.0,2.29885057471264,1.08695652173913
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","2",2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0
"PV",,0.854700854700855,0.0,0.0,1.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934579439252336,0.78740157480315,0.0,0.0,0.0,1.08695652173913
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","1 (这个牌子很差)",8.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,0.0,3.0
"PV",,3.41880341880342,0.0,0.0,3.57142857142857,3.6144578313253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27102803738318,3.93700787401575,2.91970802919708,0.0,0.0,3.26086956521739
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e,e,e," "," ",e
"RS","Mean",7.36324786324786,0.0,8.0,7.04761904761905,7.68674698795181,0.0,0.0,0.0,0.0,0.0,8.5,6.0,6.33333333333333,0.0,0.0,0.0,0.0,8.125,7.875,0.0,0.0,0.0,0.0,0.0,0.0,7.81481481481481,0.0,8.14285714285714,7.58823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,7.45794392523364,7.37007874015748,7.51094890510949,7.59090909090909,7.71264367816092,7.77173913043478
"MK",," "," "," "," ",c," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RS","Standard deviation",2.29584802665074,0.0,1.78885438199983,2.25433858493715,2.22473736922665,0.0,0.0,0.0,0.0,0.0,0.707106781186548,0.0,4.72581562625261,0.0,0.0,0.0,0.0,1.95940953204931,1.7268882005338,0.0,0.0,0.0,0.0,0.0,0.0,2.2194427061598,0.0,1.86445447147161,2.23771154110097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707106781186548,0.0,0.0,0.0,2.27779802173651,2.27408851304855,2.12172511775472,1.56324116620659,1.77126971917606,2.16923170107701
"TE"
"TB","B5011BD1"
"VT","(B5011) B5 品牌OAR-白猫 Baimao"
"HT","Header A"
"BT","b56.ABA-白猫 Baimao"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","定向",,,"PURCHASE FORM  USAG",,,,,
"CL",,"Total","18-24 (a)","25-34 (b)","35-44 (c)","45+ (d)","Top4 (a)","A city (b)","B city (c)","C city (d)","China1+ (a)","China1 (b)","China2 (c)","China3 (d)","East (a)","South (b)","West (c)","North (d)","Yes (a)","No (b)","Beijing (a)","Shanghai (b)","Guangzhou (c)","Chengdu (d)","广西  (a)","四川省 (b)","陕西省 (c)","福建省 (d)","重庆市 (e)","湖北省 (f)","广东省 (g)","河北省 (h)","辽宁省 (i)","山东省 (j)","江苏省 (k)","浙江省 (l)","河南省 (m)","(a)","(a)","(a)","兴趣定向(x) (a)","app定向(a) (b)","移动媒体类型定向(l) (c)","洗衣液 (a)","洗衣粉 (b)","洗衣皂 (c)","洗衣凝珠 (d)","衣物柔顺剂 (e)","消毒液（如滴露、威露士） (f)"
"RU","Unweighted row",511.0,0.0,42.0,140.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,433.0,294.0,241.0,29.0,128.0,114.0
"RT","总体",511.0,0.0,42.0,140.0,171.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,13.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,433.0,294.0,241.0,29.0,128.0,114.0
"PV",,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","10(这个牌子在各个方面都很完美)",110.0,0.0,13.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0,57.0,40.0,7.0,23.0,19.0
"PV",,21.5264187866928,0.0,30.952380952381,18.5714285714286,19.2982456140351,0.0,0.0,0.0,0.0,0.0,28.5714285714286,28.5714285714286,33.3333333333333,0.0,0.0,0.0,0.0,30.7692307692308,31.0344827586207,0.0,0.0,0.0,0.0,0.0,0.0,32.1428571428571,0.0,27.7777777777778,28.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714286,0.0,0.0,0.0,20.7852193995381,19.3877551020408,16.597510373444,24.1379310344828,17.96875,16.6666666666667
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","9",61.0,0.0,4.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,32.0,37.0,4.0,22.0,16.0
"PV",,11.9373776908023,0.0,9.52380952380952,12.1428571428571,10.5263157894737,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,11.1111111111111,0.0,0.0,0.0,0.0,15.3846153846154,6.89655172413793,0.0,0.0,0.0,0.0,0.0,0.0,10.7142857142857,0.0,5.55555555555556,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,13.6258660508083,10.8843537414966,15.3526970954357,13.7931034482759,17.1875,14.0350877192982
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "
"RW","8",69.0,0.0,4.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,44.0,41.0,6.0,16.0,22.0
"PV",,13.5029354207436,0.0,9.52380952380952,15.7142857142857,14.0350877192982,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,11.1111111111111,0.0,0.0,0.0,0.0,15.3846153846154,6.89655172413793,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1639722863741,14.9659863945578,17.0124481327801,20.6896551724138,12.5,19.2982456140351
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","7",77.0,0.0,7.0,21.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,69.0,48.0,41.0,4.0,22.0,16.0
"PV",,15.0684931506849,0.0,16.6666666666667,15.0,18.1286549707602,0.0,0.0,0.0,0.0,0.0,28.5714285714286,14.2857142857143,0.0,0.0,0.0,0.0,0.0,7.69230769230769,20.6896551724138,0.0,0.0,0.0,0.0,0.0,0.0,8.92857142857143,0.0,16.6666666666667,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714286,0.0,0.0,0.0,15.9353348729792,16.3265306122449,17.0124481327801,13.7931034482759,17.1875,14.0350877192982
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","6",63.0,0.0,2.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,37.0,33.0,6.0,23.0,14.0
"PV",,12.3287671232877,0.0,4.76190476190476,12.1428571428571,12.8654970760234,0.0,0.0,0.0,0.0,0.0,0.0,28.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,6.89655172413793,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,11.1111111111111,21.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0092378752887,12.5850340136054,13.6929460580913,20.6896551724138,17.96875,12.280701754386
"MK",," "," "," ",b,b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","5",51.0,0.0,5.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,34.0,20.0,0.0,5.0,10.0
"PV",,9.98043052837573,0.0,11.9047619047619,11.4285714285714,12.280701754386,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,11.1111111111111,0.0,0.0,0.0,0.0,15.3846153846154,10.3448275862069,0.0,0.0,0.0,0.0,0.0,0.0,7.14285714285714,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,9.46882217090069,11.5646258503401,8.29875518672199,0.0,3.90625,8.7719298245614
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",e,e,e," "," "," "
"RW","4",31.0,0.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,16.0,10.0,1.0,10.0,7.0
"PV",,6.0665362035225,0.0,9.52380952380952,7.14285714285714,4.67836257309941,0.0,0.0,0.0,0.0,0.0,14.2857142857143,14.2857142857143,11.1111111111111,0.0,0.0,0.0,0.0,7.69230769230769,10.3448275862069,0.0,0.0,0.0,0.0,0.0,0.0,5.35714285714286,0.0,5.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,6.00461893764434,5.4421768707483,4.149377593361,3.44827586206897,7.8125,6.14035087719298
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","3",22.0,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,10.0,1.0,4.0,3.0
"PV",,4.30528375733855,0.0,4.76190476190476,4.28571428571429,4.09356725146199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.0,7.69230769230769,3.44827586206897,0.0,0.0,0.0,0.0,0.0,0.0,3.57142857142857,0.0,11.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38799076212471,4.42176870748299,4.149377593361,3.44827586206897,3.125,2.63157894736842
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","2",15.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,7.0,0.0,2.0,3.0
"PV",,2.93542074363992,0.0,0.0,2.85714285714286,3.50877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57142857142857,0.0,5.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54041570438799,3.06122448979592,2.9045643153527,0.0,1.5625,2.63157894736842
"MK",," "," "," ",b,b," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RW","1 (这个牌子很差)",12.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,0.0,1.0,4.0
"PV",,2.34833659491194,0.0,2.38095238095238,0.714285714285714,0.584795321637427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.0,0.0,3.44827586206897,0.0,0.0,0.0,0.0,0.0,0.0,1.78571428571429,0.0,0.0,7.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07852193995381,1.36054421768707,0.829875518672199,0.0,0.78125,3.50877192982456
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RS","Mean",7.05479452054795,0.0,7.30952380952381,7.03571428571429,7.04093567251462,0.0,0.0,0.0,0.0,0.0,7.42857142857143,7.28571428571429,6.66666666666667,0.0,0.0,0.0,0.0,7.53846153846154,7.20689655172414,0.0,0.0,0.0,0.0,0.0,0.0,7.46428571428571,0.0,7.11111111111111,7.21428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42857142857143,0.0,0.0,0.0,7.1108545034642,7.01700680272109,7.18672199170125,7.75862068965517,7.265625,7.04385964912281
"MK",," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",b," "," "
"RS","Standard deviation",2.42796846953744,0.0,2.5132633070649,2.28668562351751,2.26054841119739,0.0,0.0,0.0,0.0,0.0,2.37045304088641,2.21466970556828,3.46410161513775,0.0,0.0,0.0,0.0,2.5038431998092,2.55481772266812,0.0,0.0,0.0,0.0,0.0,0.0,2.5223674717094,0.0,2.65438347530777,2.63638947246977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37045304088641,0.0,0.0,0.0,2.38177833102361,2.32137637616502,2.18955618635893,1.88329446172303,2.14617174280305,2.38130755662563
"TE"
"TB","SOAR"
"VT","Summary OAR"
"HT","Summary brands"
"BT","主品牌"
"CH",,"Summary",,,,,,,,,,
"CL",,"汰渍 (a)","碧浪 (b)","蓝月亮 (c)","立白 (d)","好爸爸 (e)","雕牌 (f)","超能 (g)","奥妙 (h)","洁霸 (i)","威露士 (j)","白猫 Baimao (k)"
"RU","Unweighted row",679.0,592.0,685.0,712.0,353.0,678.0,636.0,575.0,165.0,234.0,511.0
"RT","总体",679.0,592.0,685.0,712.0,353.0,678.0,636.0,575.0,165.0,234.0,511.0
"PV",,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"RW","10(这个牌子在各个方面都很完美)",209.0,181.0,250.0,210.0,99.0,196.0,193.0,169.0,37.0,54.0,110.0
"PV",,30.780559646539,30.5743243243243,36.4963503649635,29.4943820224719,28.0453257790368,28.9085545722714,30.3459119496855,29.3913043478261,22.4242424242424,23.0769230769231,21.5264187866928
"MK",,ijk,ijk,abdefghijk,ijk,k,ijk,ijk,ijk," "," "," "
"RW","9",89.0,67.0,113.0,96.0,46.0,94.0,91.0,90.0,17.0,31.0,61.0
"PV",,13.1075110456554,11.3175675675676,16.4963503649635,13.4831460674157,13.0311614730878,13.8643067846608,14.3081761006289,15.6521739130435,10.3030303030303,13.2478632478632,11.9373776908023
"MK",," "," ",abik," "," "," "," ",bik," "," "," "
"RW","8",95.0,94.0,113.0,127.0,52.0,91.0,112.0,96.0,14.0,37.0,69.0
"PV",,13.9911634756996,15.8783783783784,16.4963503649635,17.8370786516854,14.7308781869688,13.4218289085546,17.6100628930818,16.695652173913,8.48484848484848,15.8119658119658,13.5029354207436
"MK",,i,i,i,afik,i,i,afik,i," ",i,i
"RW","7",105.0,83.0,72.0,96.0,54.0,93.0,67.0,72.0,27.0,37.0,77.0
"PV",,15.4639175257732,14.0202702702703,10.5109489051095,13.4831460674157,15.2974504249292,13.716814159292,10.5345911949686,12.5217391304348,16.3636363636364,15.8119658119658,15.0684931506849
"MK",,cg,cg," ",cg,cg,cg," "," ",cg,cg,cg
"RW","6",61.0,50.0,46.0,65.0,31.0,74.0,65.0,52.0,22.0,31.0,63.0
"PV",,8.98379970544919,8.44594594594595,6.71532846715328,9.12921348314607,8.78186968838527,10.9144542772861,10.2201257861635,9.04347826086956,13.3333333333333,13.2478632478632,12.3287671232877
"MK",," "," "," ",c," ",c,c," ",bc,abcdeh,abcdeh
"RW","5",61.0,46.0,42.0,66.0,31.0,62.0,50.0,41.0,16.0,21.0,51.0
"PV",,8.98379970544919,7.77027027027027,6.13138686131387,9.26966292134832,8.78186968838527,9.14454277286136,7.86163522012579,7.1304347826087,9.6969696969697,8.97435897435897,9.98043052837573
"MK",,c," "," ",c," ",c," "," "," "," ",ch
"RW","4",27.0,31.0,22.0,21.0,19.0,28.0,31.0,27.0,5.0,7.0,31.0
"PV",,3.97643593519882,5.23648648648649,3.21167883211679,2.94943820224719,5.38243626062323,4.12979351032448,4.87421383647799,4.69565217391304,3.03030303030303,2.99145299145299,6.0665362035225
"MK",," ",cd," "," ",d," ",d," "," "," ",cdij
"RW","3",15.0,9.0,13.0,16.0,7.0,17.0,7.0,13.0,11.0,6.0,22.0
"PV",,2.20913107511046,1.52027027027027,1.8978102189781,2.24719101123596,1.98300283286119,2.50737463126844,1.10062893081761,2.26086956521739,6.66666666666667,2.56410256410256,4.30528375733855
"MK",," "," "," ",g," ",g," "," ",abcdefghj," ",abcdefgh
"RW","2",11.0,17.0,7.0,7.0,8.0,9.0,14.0,8.0,5.0,2.0,15.0
"PV",,1.620029455081,2.87162162162162,1.02189781021898,0.98314606741573,2.26628895184136,1.32743362831858,2.20125786163522,1.39130434782609,3.03030303030303,0.854700854700855,2.93542074363992
"MK",," ",cdfhj," "," "," "," ",cd," "," "," ",cdfhj
"RW","1 (这个牌子很差)",6.0,14.0,7.0,8.0,6.0,14.0,6.0,7.0,11.0,8.0,12.0
"PV",,0.883652430044183,2.36486486486486,1.02189781021898,1.12359550561798,1.69971671388102,2.06489675516224,0.943396226415094,1.21739130434783,6.66666666666667,3.41880341880342,2.34833659491194
"MK",," ",acdg," "," "," ",ag," "," ",abcdefghk,acdgh,acg
"RS","Mean",7.71428571428571,7.55912162162162,8.11532846715328,7.76123595505618,7.52974504249292,7.57227138643068,7.7562893081761,7.75478260869565,6.72727272727273,7.36324786324786,7.05479452054795
"MK",,ijk,ik,abdefghijk,ijk,ik,ik,ijk,ijk," ",i," "
"RS","Standard deviation",2.19431130586285,2.39568518761921,2.09771842469861,2.12989243614208,2.31223135850774,2.30084394704063,2.19922135210148,2.19614182909368,2.73942230950258,2.29584802665074,2.42796846953744
"TE"
"TB","TF107I1"
"VT","(F107 ) F107 .Equity attribute-汰渍 Tide"
"HT","Header A"
"BT","b9.ABA-汰渍Tide"
"CH",,"National","Age",,,,"City tier",,,,"Income",,,,"REGION",,,,"University Student",,"City",,,,"Province",,,,,,,,,,,,,"North+4 total","North+4 China1+1","China1+/1","定向",,,"PURCHASE FORM  USAG",,,,,
